z_um,width_um
1.098172099828716997e+00,3.964520215988158805e-03
1.102136620044705140e+00,3.964520215988158805e-03
1.106101140260693283e+00,3.964520215988158805e-03
1.110065660476681426e+00,3.964520215988158805e-03
1.114030180692669569e+00,3.964520215988158805e-03
1.117994700908657713e+00,3.964520215988158805e-03
1.121959221124645856e+00,3.964520215988158805e-03
1.125923741340633999e+00,3.964520215988158805e-03
1.129888261556622142e+00,3.964520215988158805e-03
1.133852781772610285e+00,3.964520215988158805e-03
1.137817301988598429e+00,3.964520215988158805e-03
1.141781822204586572e+00,3.964520215988158805e-03
1.145746342420574715e+00,3.964520215988158805e-03
1.149710862636562858e+00,3.964520215988158805e-03
1.153675382852551001e+00,3.964520215988158805e-03
1.157639903068539144e+00,3.964520215988158805e-03
1.161604423284527288e+00,3.964520215988158805e-03
1.165568943500515431e+00,3.964520215988158805e-03
1.169533463716503574e+00,3.964520215988158805e-03
1.173497983932491717e+00,3.964520215988158805e-03
1.177462504148479860e+00,3.964520215988158805e-03
1.181427024364468004e+00,3.964520215988158805e-03
1.185391544580456147e+00,3.964520215988158805e-03
1.189356064796444290e+00,3.964520215988158805e-03
1.193320585012432433e+00,3.964520215988158805e-03
1.197285105228420576e+00,3.964520215988158805e-03
1.201249625444408720e+00,3.964520215988158805e-03
1.205214145660396863e+00,3.964520215988158805e-03
1.209178665876385006e+00,3.964520215988158805e-03
1.213143186092373149e+00,3.964520215988158805e-03
1.217107706308361292e+00,3.964520215988158805e-03
1.221072226524349436e+00,3.964520215988158805e-03
1.225036746740337579e+00,3.964520215988158805e-03
1.229001266956325722e+00,3.964520215988158805e-03
1.232965787172313865e+00,3.964520215988158805e-03
1.236930307388302008e+00,3.964520215988158805e-03
1.240894827604290152e+00,3.964520215988158805e-03
1.244859347820278295e+00,3.964520215988158805e-03
1.248823868036266438e+00,3.964520215988158805e-03
1.252788388252254581e+00,3.964520215988158805e-03
1.256752908468242724e+00,3.964520215988158805e-03
1.260717428684230867e+00,3.964520215988158805e-03
1.264681948900219011e+00,3.964520215988158805e-03
1.268646469116207154e+00,3.964520215988158805e-03
1.272610989332195297e+00,3.964520215988158805e-03
1.276575509548183440e+00,3.964520215988158805e-03
1.280540029764171583e+00,3.964520215988158805e-03
1.284504549980159727e+00,3.964520215988158805e-03
1.288469070196147870e+00,3.964520215988158805e-03
1.292433590412136013e+00,3.964520215988158805e-03
1.296398110628124156e+00,3.964520215988158805e-03
1.300362630844112299e+00,3.964520215988158805e-03
1.304327151060100443e+00,3.964520215988158805e-03
1.308291671276088586e+00,3.964520215988158805e-03
1.312256191492076729e+00,3.964520215988158805e-03
1.316220711708064872e+00,3.964520215988158805e-03
1.320185231924053015e+00,3.964520215988158805e-03
1.324149752140041159e+00,3.964520215988158805e-03
1.328114272356029302e+00,3.964520215988158805e-03
1.332078792572017445e+00,3.964520215988158805e-03
1.336043312788005588e+00,3.964520215988158805e-03
1.340007833003993731e+00,3.964520215988158805e-03
1.343972353219981875e+00,3.964520215988158805e-03
1.347936873435970018e+00,3.964520215988158805e-03
1.351901393651958161e+00,3.964520215988158805e-03
1.355865913867946304e+00,3.964520215988158805e-03
1.359830434083934447e+00,3.964520215988158805e-03
1.363794954299922590e+00,3.964520215988158805e-03
1.367759474515910734e+00,3.964520215988158805e-03
1.371723994731898877e+00,3.964520215988158805e-03
1.375688514947887020e+00,3.964520215988158805e-03
1.379653035163875163e+00,3.964520215988158805e-03
1.383617555379863306e+00,3.964520215988158805e-03
1.387582075595851450e+00,3.964520215988158805e-03
1.391546595811839593e+00,3.964520215988158805e-03
1.395511116027827736e+00,3.964520215988158805e-03
1.399475636243815879e+00,3.964520215988158805e-03
1.403440156459804022e+00,3.964520215988158805e-03
1.407404676675792166e+00,3.964520215988158805e-03
1.411369196891780309e+00,3.964520215988158805e-03
1.415333717107768452e+00,3.964520215988158805e-03
1.419298237323756595e+00,3.964520215988158805e-03
1.423262757539744738e+00,3.964520215988158805e-03
1.427227277755732882e+00,3.964520215988158805e-03
1.431191797971721025e+00,3.964520215988158805e-03
1.435156318187709168e+00,3.964520215988158805e-03
1.439120838403697311e+00,3.964520215988158805e-03
1.443085358619685454e+00,3.964520215988158805e-03
1.447049878835673598e+00,3.964520215988158805e-03
1.451014399051661741e+00,3.964520215988158805e-03
1.454978919267649884e+00,3.964520215988158805e-03
1.458943439483638027e+00,3.964520215988158805e-03
1.462907959699626170e+00,3.964520215988158805e-03
1.466872479915614313e+00,3.964520215988158805e-03
1.470837000131602457e+00,3.964520215988158805e-03
1.474801520347590600e+00,3.964520215988158805e-03
1.478766040563578743e+00,3.964520215988158805e-03
1.482730560779566886e+00,3.964520215988158805e-03
1.486695080995555029e+00,3.964520215988158805e-03
1.490659601211543173e+00,3.964520215988158805e-03
1.494624121427531316e+00,3.964520215988158805e-03
1.498588641643519459e+00,3.964520215988158805e-03
1.502553161859507602e+00,3.964520215988158805e-03
1.506517682075495745e+00,3.964520215988158805e-03
1.510482202291483889e+00,3.964520215988158805e-03
1.514446722507472032e+00,3.964520215988158805e-03
1.518411242723460175e+00,3.964520215988158805e-03
1.522375762939448318e+00,3.964520215988158805e-03
1.526340283155436461e+00,3.964520215988158805e-03
1.530304803371424605e+00,3.964520215988158805e-03
1.534269323587412748e+00,3.964520215988158805e-03
1.538233843803400891e+00,3.964520215988158805e-03
1.542198364019389034e+00,3.964520215988158805e-03
1.546162884235377177e+00,3.964520215988158805e-03
1.550127404451365321e+00,3.964520215988158805e-03
1.554091924667353464e+00,3.964520215988158805e-03
1.558056444883341607e+00,3.964520215988158805e-03
1.562020965099329750e+00,3.964520215988158805e-03
1.565985485315317893e+00,3.964520215988158805e-03
1.569950005531306036e+00,3.964520215988158805e-03
1.573914525747294180e+00,3.964520215988158805e-03
1.577879045963282323e+00,3.964520215988158805e-03
1.581843566179270466e+00,3.964520215988158805e-03
1.585808086395258609e+00,3.964520215988158805e-03
1.589772606611246752e+00,3.964520215988158805e-03
1.593737126827234896e+00,3.964520215988158805e-03
1.597701647043223039e+00,3.964520215988158805e-03
1.601666167259211182e+00,3.964520215988158805e-03
1.605630687475199325e+00,3.964520215988158805e-03
1.609595207691187468e+00,3.964520215988158805e-03
1.613559727907175612e+00,3.964520215988158805e-03
1.617524248123163755e+00,3.964520215988158805e-03
1.621488768339151898e+00,3.964520215988158805e-03
1.625453288555140041e+00,3.964520215988158805e-03
1.629417808771128184e+00,3.964520215988158805e-03
1.633382328987116328e+00,3.964520215988158805e-03
1.637346849203104471e+00,3.964520215988158805e-03
1.641311369419092614e+00,3.964520215988158805e-03
1.645275889635080757e+00,3.964520215988158805e-03
1.649240409851068900e+00,3.964520215988158805e-03
1.653204930067057044e+00,3.964520215988158805e-03
1.657169450283045187e+00,3.964520215988158805e-03
1.661133970499033330e+00,3.964520215988158805e-03
1.665098490715021473e+00,3.964520215988158805e-03
1.669063010931009616e+00,3.964520215988158805e-03
1.673027531146997759e+00,3.964520215988158805e-03
1.676992051362985903e+00,3.964520215988158805e-03
1.680956571578974046e+00,3.964520215988158805e-03
1.684921091794962189e+00,3.964520215988158805e-03
1.688885612010950332e+00,3.964520215988158805e-03
1.692850132226938475e+00,3.964520215988158805e-03
1.696814652442926619e+00,3.964520215988158805e-03
1.700779172658914762e+00,3.964520215988158805e-03
1.704743692874902905e+00,3.964520215988158805e-03
1.708708213090891048e+00,3.964520215988158805e-03
1.712672733306879191e+00,3.964520215988158805e-03
1.716637253522867335e+00,3.964520215988158805e-03
1.720601773738855478e+00,3.964520215988158805e-03
1.724566293954843621e+00,3.964520215988158805e-03
1.728530814170831764e+00,3.964520215988158805e-03
1.732495334386819907e+00,3.964520215988158805e-03
1.736459854602808051e+00,3.964520215988158805e-03
1.740424374818796194e+00,3.964520215988158805e-03
1.744388895034784337e+00,3.964520215988158805e-03
1.748353415250772480e+00,3.964520215988158805e-03
1.752317935466760623e+00,3.964520215988158805e-03
1.756282455682748767e+00,3.964520215988158805e-03
1.760246975898736910e+00,3.964520215988158805e-03
1.764211496114725053e+00,3.964520215988158805e-03
1.768176016330713196e+00,3.964520215988158805e-03
1.772140536546701339e+00,3.964520215988158805e-03
1.776105056762689482e+00,3.964520215988158805e-03
1.780069576978677626e+00,3.964520215988158805e-03
1.784034097194665769e+00,3.964520215988158805e-03
1.787998617410653912e+00,3.964520215988158805e-03
1.791963137626642055e+00,3.964520215988158805e-03
1.795927657842630198e+00,3.964520215988158805e-03
1.799892178058618342e+00,3.964520215988158805e-03
1.803856698274606485e+00,3.964520215988158805e-03
1.807821218490594628e+00,3.964520215988158805e-03
1.811785738706582771e+00,3.964520215988158805e-03
1.815750258922570914e+00,3.964520215988158805e-03
1.819714779138559058e+00,3.964520215988158805e-03
1.823679299354547201e+00,3.964520215988158805e-03
1.827643819570535344e+00,3.964520215988158805e-03
1.831608339786523487e+00,3.964520215988158805e-03
1.835572860002511630e+00,3.964520215988158805e-03
1.839537380218499774e+00,3.964520215988158805e-03
1.843501900434487917e+00,3.964520215988158805e-03
1.847466420650476060e+00,3.964520215988158805e-03
1.851430940866464203e+00,3.964520215988158805e-03
1.855395461082452346e+00,3.964520215988158805e-03
1.859359981298440490e+00,3.964520215988158805e-03
1.863324501514428633e+00,3.964520215988158805e-03
1.867289021730416776e+00,3.964520215988158805e-03
1.871253541946404919e+00,3.964520215988158805e-03
1.875218062162393062e+00,3.964520215988158805e-03
1.879182582378381206e+00,3.964520215988158805e-03
1.883147102594369349e+00,3.964520215988158805e-03
1.887111622810357492e+00,3.964520215988158805e-03
1.891076143026345635e+00,3.964520215988158805e-03
1.895040663242333778e+00,3.964520215988158805e-03
1.899005183458321921e+00,3.964520215988158805e-03
1.902969703674310065e+00,3.964520215988158805e-03
1.906934223890298208e+00,3.964520215988158805e-03
1.910898744106286351e+00,3.964520215988158805e-03
1.914863264322274494e+00,3.964520215988158805e-03
1.918827784538262637e+00,3.964520215988158805e-03
1.922792304754250781e+00,3.964520215988158805e-03
1.926756824970238924e+00,3.964520215988158805e-03
1.930721345186227067e+00,3.964520215988158805e-03
1.934685865402215210e+00,3.964520215988158805e-03
1.938650385618203353e+00,3.964520215988158805e-03
1.942614905834191497e+00,3.964520215988158805e-03
1.946579426050179640e+00,3.964520215988158805e-03
1.950543946266167783e+00,3.964520215988158805e-03
1.954508466482155926e+00,3.964520215988158805e-03
1.958472986698144069e+00,3.964520215988158805e-03
1.962437506914132213e+00,3.964520215988158805e-03
1.966402027130120356e+00,3.964520215988158805e-03
1.970366547346108499e+00,3.964520215988158805e-03
1.974331067562096642e+00,3.964520215988158805e-03
1.978295587778084785e+00,3.964520215988158805e-03
1.982260107994072929e+00,3.964520215988158805e-03
1.986224628210061072e+00,3.964520215988158805e-03
1.990189148426049215e+00,3.964520215988158805e-03
1.994153668642037358e+00,3.964520215988158805e-03
1.998118188858025501e+00,3.964520215988158805e-03
2.002082709074013867e+00,3.964520215988158805e-03
2.006047229290002232e+00,3.964520215988158805e-03
2.010011749505990597e+00,3.964520215988158805e-03
2.013976269721978962e+00,3.964520215988158805e-03
2.017940789937967327e+00,3.964520215988158805e-03
2.021905310153955693e+00,3.964520215988158805e-03
2.025869830369944058e+00,3.964520215988158805e-03
2.029834350585932423e+00,3.964520215988158805e-03
2.033798870801920788e+00,3.964520215988158805e-03
2.037763391017909154e+00,3.964520215988158805e-03
2.041727911233897519e+00,3.964520215988158805e-03
2.045692431449885884e+00,3.964520215988158805e-03
2.049656951665874249e+00,3.964520215988158805e-03
2.053621471881862615e+00,3.964520215988158805e-03
2.057585992097850980e+00,3.964520215988158805e-03
2.061550512313839345e+00,3.964520215988158805e-03
2.065515032529827710e+00,3.964520215988158805e-03
2.069479552745816076e+00,3.964520215988158805e-03
2.073444072961804441e+00,3.964520215988158805e-03
2.077408593177792806e+00,3.964520215988158805e-03
2.081373113393781171e+00,3.964520215988158805e-03
2.085337633609769536e+00,3.964520215988158805e-03
2.089302153825757902e+00,3.964520215988158805e-03
2.093266674041746267e+00,3.964520215988158805e-03
2.097231194257734632e+00,3.964520215988158805e-03
2.101195714473722997e+00,3.964520215988158805e-03
2.105160234689711363e+00,3.964520215988158805e-03
2.109124754905699728e+00,3.964520215988158805e-03
2.113089275121688093e+00,3.964520215988158805e-03
2.117053795337676458e+00,3.964520215988158805e-03
2.121018315553664824e+00,3.964520215988158805e-03
2.124982835769653189e+00,3.964520215988158805e-03
2.128947355985641554e+00,3.964520215988158805e-03
2.132911876201629919e+00,3.964520215988158805e-03
2.136876396417618285e+00,3.964520215988158805e-03
2.140840916633606650e+00,3.964520215988158805e-03
2.144805436849595015e+00,3.964520215988158805e-03
2.148769957065583380e+00,3.964520215988158805e-03
2.152734477281571746e+00,3.964520215988158805e-03
2.156698997497560111e+00,3.964520215988158805e-03
2.160663517713548476e+00,3.964520215988158805e-03
2.164628037929536841e+00,3.964520215988158805e-03
2.168592558145525206e+00,3.964520215988158805e-03
2.172557078361513572e+00,3.964520215988158805e-03
2.176521598577501937e+00,3.964520215988158805e-03
2.180486118793490302e+00,3.964520215988158805e-03
2.184450639009478667e+00,3.964520215988158805e-03
2.188415159225467033e+00,3.964520215988158805e-03
2.192379679441455398e+00,3.964520215988158805e-03
2.196344199657443763e+00,3.964520215988158805e-03
2.200308719873432128e+00,3.964520215988158805e-03
2.204273240089420494e+00,3.964520215988158805e-03
2.208237760305408859e+00,3.964520215988158805e-03
2.212202280521397224e+00,3.964520215988158805e-03
2.216166800737385589e+00,3.964520215988158805e-03
2.220131320953373955e+00,3.964520215988158805e-03
2.224095841169362320e+00,3.964520215988158805e-03
2.228060361385350685e+00,3.964520215988158805e-03
2.232024881601339050e+00,3.964520215988158805e-03
2.235989401817327416e+00,3.964520215988158805e-03
2.239953922033315781e+00,3.964520215988158805e-03
2.243918442249304146e+00,3.964520215988158805e-03
2.247882962465292511e+00,3.964520215988158805e-03
2.251847482681280876e+00,3.964520215988158805e-03
2.255812002897269242e+00,3.964520215988158805e-03
2.259776523113257607e+00,3.964520215988158805e-03
2.263741043329245972e+00,3.964520215988158805e-03
2.267705563545234337e+00,3.964520215988158805e-03
2.271670083761222703e+00,3.964520215988158805e-03
2.275634603977211068e+00,3.964520215988158805e-03
2.279599124193199433e+00,3.964520215988158805e-03
2.283563644409187798e+00,3.964520215988158805e-03
2.287528164625176164e+00,3.964520215988158805e-03
2.291492684841164529e+00,3.964520215988158805e-03
2.295457205057152894e+00,3.964520215988158805e-03
2.299421725273141259e+00,3.964520215988158805e-03
2.303386245489129625e+00,3.964520215988158805e-03
