z_um,fw_amp,sh_amp,th_amp
1.041011112213134737e+01,2.835963896220021319e+00,1.391380157751773927e+00,1.461849375015696895e-01
1.041121754992008164e+01,2.835872883400252231e+00,1.391524313381051980e+00,1.465778785003567231e-01
1.041232397770881590e+01,2.835879149855746295e+00,1.391470094403122193e+00,1.469708263443900154e-01
1.041343040549755017e+01,2.835939912733526302e+00,1.391304688840935500e+00,1.473637478327926020e-01
1.041453683328628621e+01,2.835833626223808857e+00,1.391479648285255832e+00,1.477566674888188269e-01
1.041564326107502048e+01,2.835886486090818170e+00,1.391330132592985436e+00,1.481495870645471447e-01
1.041674968886375474e+01,2.835902740100734398e+00,1.391255109751387442e+00,1.485424797185737888e-01
1.041785611665248901e+01,2.835806623573905227e+00,1.391409014951138001e+00,1.489353779604064565e-01
1.041896254444122327e+01,2.835890802791509291e+00,1.391195321775001936e+00,1.493282669658275996e-01
1.042006897222995754e+01,2.835856644556895123e+00,1.391222726173983126e+00,1.497211331131304002e-01
1.042117540001869180e+01,2.835793523531363380e+00,1.391309051335416047e+00,1.501140085763434662e-01
1.042228182780742607e+01,2.835885725830202375e+00,1.391078658235605836e+00,1.505068657406409549e-01
1.042338825559616033e+01,2.835808132563147232e+00,1.391194275976976202e+00,1.508997076827908734e-01
1.042449468338489460e+01,2.835792376459219888e+00,1.391183726007870547e+00,1.512925580052391084e-01
1.042560111117363064e+01,2.835867243141986016e+00,1.390988326245153450e+00,1.516853833601646828e-01
1.042670753896236491e+01,2.835764286479566465e+00,1.391155322666210115e+00,1.520782027301975092e-01
1.042781396675109917e+01,2.835798134255150149e+00,1.391043323646081298e+00,1.524710251025216956e-01
1.042892039453983344e+01,2.835834730418690608e+00,1.390925603442389802e+00,1.528638199205952231e-01
1.043002682232856770e+01,2.835730953003373411e+00,1.391093947747808146e+00,1.532566172115631398e-01
1.043113325011730197e+01,2.835803942118783283e+00,1.390901815717310086e+00,1.536494090421124947e-01
1.043223967790603623e+01,2.835791110302847695e+00,1.390884533995836003e+00,1.540421754574421154e-01
1.043334610569477050e+01,2.835711247772254584e+00,1.391003797811557918e+00,1.544349498425709177e-01
1.043445253348350477e+01,2.835802892158459265e+00,1.390773287505594258e+00,1.548277093666583226e-01
1.043555896127223903e+01,2.835742104512552597e+00,1.390853453339846224e+00,1.552204497753673640e-01
1.043666538906097330e+01,2.835704758728033070e+00,1.390885708296180079e+00,1.556131992658285057e-01
1.043777181684970934e+01,2.835789790162564827e+00,1.390668334679910911e+00,1.560059259434713186e-01
1.043887824463844360e+01,2.835694770183013080e+00,1.390817973364214977e+00,1.563986423370970491e-01
1.043998467242717787e+01,2.835707652033601534e+00,1.390747489769399214e+00,1.567913642370444283e-01
1.044109110021591214e+01,2.835762483719967531e+00,1.390591351754664640e+00,1.571840588374445735e-01
1.044219752800464640e+01,2.835655694727642562e+00,1.390764663094859355e+00,1.575767522398238973e-01
1.044330395579338067e+01,2.835713653306747073e+00,1.390601931280813552e+00,1.579694437823032094e-01
1.044441038358211493e+01,2.835722412222152489e+00,1.390539407399023375e+00,1.583621081334506686e-01
1.044551681137084920e+01,2.835629310929722813e+00,1.390684483040271591e+00,1.587547782851378986e-01
1.044662323915958346e+01,2.835715652922631946e+00,1.390463530257421088e+00,1.591474372862083930e-01
1.044772966694831773e+01,2.835674238278695469e+00,1.390502995045440171e+00,1.595400737536508129e-01
1.044883609473705377e+01,2.835616763317371891e+00,1.390575095760039792e+00,1.599327191245992486e-01
1.044994252252578804e+01,2.835707524565218129e+00,1.390344784231601460e+00,1.603253444883449286e-01
1.045104895031452230e+01,2.835624654884026263e+00,1.390468466184641594e+00,1.607179553164481134e-01
1.045215537810325657e+01,2.835615615856291072e+00,1.390441463074840733e+00,1.611105734437182357e-01
1.045326180589199083e+01,2.835685691869795910e+00,1.390252992981991564e+00,1.615031653889645868e-01
1.045436823368072510e+01,2.835580673380845518e+00,1.390421522492665263e+00,1.618957520731642008e-01
1.045547466146945936e+01,2.835620475656486228e+00,1.390294577668449216e+00,1.622883401372809953e-01
1.045658108925819363e+01,2.835650042636704171e+00,1.390188390270229890e+00,1.626809000880174716e-01
1.045768751704692789e+01,2.835547830079227616e+00,1.390350872628669743e+00,1.630734629386402512e-01
1.045879394483566216e+01,2.835624372925630965e+00,1.390148652658951933e+00,1.634660184311737541e-01
1.045990037262439643e+01,2.835603957027019728e+00,1.390144084239094413e+00,1.638585485987040236e-01
1.046100680041313247e+01,2.835528770294159173e+00,1.390251118821102416e+00,1.642510866079362197e-01
1.046211322820186673e+01,2.835620543939883387e+00,1.390017486637644684e+00,1.646436079195416347e-01
1.046321965599060100e+01,2.835553442663572010e+00,1.390107821706804803e+00,1.650361106832393399e-01
1.046432608377933526e+01,2.835522572072853187e+00,1.390124136319927706e+00,1.654286217292781636e-01
1.046543251156806953e+01,2.835604160874972024e+00,1.389910933406494298e+00,1.658211085077752334e-01
1.046653893935680379e+01,2.835505597845109360e+00,1.390065123834617111e+00,1.662135857528423688e-01
1.046764536714553806e+01,2.835524982589563425e+00,1.389978593907365223e+00,1.666060670890178452e-01
1.046875179493427233e+01,2.835573566162531645e+00,1.389832380219667263e+00,1.669985202759078913e-01
1.046985822272300659e+01,2.835466795887569447e+00,1.390002989790308785e+00,1.673909728575335987e-01
1.047096465051174086e+01,2.835529506565848568e+00,1.389827737806961894e+00,1.677834217612903800e-01
1.047207107830047690e+01,2.835530695900065012e+00,1.389777880936668542e+00,1.681758432973625705e-01
1.047317750608921116e+01,2.835441055009543021e+00,1.389913220909004821e+00,1.685682707683532067e-01
1.047428393387794543e+01,2.835529068041231060e+00,1.389686004519170570e+00,1.689606851840885493e-01
1.047539036166667969e+01,2.835480584216539146e+00,1.389737166404914515e+00,1.693530774594133870e-01
1.047649678945541396e+01,2.835429010803094396e+00,1.389794516233021415e+00,1.697454781309706562e-01
1.047760321724414823e+01,2.835517820250596621e+00,1.389565327938716788e+00,1.701378571422931529e-01
1.047870964503288249e+01,2.835430075413788664e+00,1.389696272827879442e+00,1.705302223312858689e-01
1.047981607282161676e+01,2.835427754166861547e+00,1.389652804797244290e+00,1.709225936513956157e-01
1.048092250061035102e+01,2.835492640703059397e+00,1.389472085597172946e+00,1.713149376619969855e-01
1.048202892839908529e+01,2.835386073233494120e+00,1.389641114353224127e+00,1.717072771136374798e-01
1.048313535618781955e+01,2.835431576050942759e+00,1.389499729980314013e+00,1.720996162662851159e-01
1.048424178397655560e+01,2.835453929269986517e+00,1.389405466436070435e+00,1.724919268431528430e-01
1.048534821176528986e+01,2.835353775020039713e+00,1.389561085308738786e+00,1.728842406823438149e-01
1.048645463955402413e+01,2.835433428264931166e+00,1.389349672596360108e+00,1.732765452542840146e-01
1.048756106734275839e+01,2.835405505394669845e+00,1.389357678682946906e+00,1.736688246733515129e-01
1.048866749513149266e+01,2.835335342507679712e+00,1.389451771353132248e+00,1.740611117153911813e-01
1.048977392292022692e+01,2.835426726446244494e+00,1.389216072852354156e+00,1.744533802599170791e-01
1.049088035070896119e+01,2.835353630835545147e+00,1.389315944439682982e+00,1.748456308703653928e-01
1.049198677849769545e+01,2.835329349304367863e+00,1.389316077528293336e+00,1.752378888704199111e-01
1.049309320628642972e+01,2.835407033947674460e+00,1.389107991611888471e+00,1.756301212239186615e-01
1.049419963407516398e+01,2.835305407881109740e+00,1.389265769453254196e+00,1.760223447937346031e-01
1.049530606186390003e+01,2.835331146364756805e+00,1.389163485557173727e+00,1.764145709675050133e-01
1.049641248965263429e+01,2.835373196091310888e+00,1.389027791512226218e+00,1.768067682378193506e-01
1.049751891744136856e+01,2.835266962684232617e+00,1.389194650492353800e+00,1.771989654480133347e-01
1.049862534523010282e+01,2.835334051764448748e+00,1.389007629862113458e+00,1.775911571304187864e-01
1.049973177301883709e+01,2.835327634931068541e+00,1.388970532414189663e+00,1.779833213599838482e-01
1.050083820080757135e+01,2.835241878404924698e+00,1.389095272090695721e+00,1.783754915768493432e-01
1.050194462859630562e+01,2.835331060170175554e+00,1.388862810962620653e+00,1.787676468502411853e-01
1.050305105638503989e+01,2.835275729319950422e+00,1.388925236217899872e+00,1.791597804401566796e-01
1.050415748417377415e+01,2.835230279022704636e+00,1.388967376248734897e+00,1.795519218238328663e-01
1.050526391196250842e+01,2.835316634585046458e+00,1.388740337187294394e+00,1.799440399550449321e-01
1.050637033975124446e+01,2.835224438881516207e+00,1.388877696551270136e+00,1.803361449973959196e-01
1.050747676753997872e+01,2.835228798192861444e+00,1.388817828144821132e+00,1.807282549189735132e-01
1.050858319532871299e+01,2.835288122135892319e+00,1.388645630888142302e+00,1.811203364934061699e-01
1.050968962311744725e+01,2.835180523788333851e+00,1.388814113202338385e+00,1.815124141826206239e-01
1.051079605090618152e+01,2.835231440974817829e+00,1.388658861162045177e+00,1.819044898431036450e-01
1.051190247869491579e+01,2.835246432011915285e+00,1.388576840697862469e+00,1.822965365615380751e-01
1.051300890648365005e+01,2.835148815674197742e+00,1.388724621090293487e+00,1.826885868353554376e-01
1.051411533427238432e+01,2.835231117743590268e+00,1.388504948997041133e+00,1.830806259281570481e-01
1.051522176206111858e+01,2.835195802395193976e+00,1.388525315725209541e+00,1.834726401182622813e-01
1.051632818984985285e+01,2.835130982016900170e+00,1.388605811962587699e+00,1.838646616201584372e-01
1.051743461763858711e+01,2.835221457695164649e+00,1.388369103666190707e+00,1.842566628676681750e-01
1.051854104542732316e+01,2.835142716102352356e+00,1.388477819972219862e+00,1.846486468351499766e-01
1.051964747321605742e+01,2.835125100109968432e+00,1.388461605270106203e+00,1.850406372078384765e-01
1.052075390100479169e+01,2.835198438042780378e+00,1.388259546173795211e+00,1.854326006348057387e-01
1.052186032879352595e+01,2.835094242263337616e+00,1.388419919140553738e+00,1.858245560201646218e-01
1.052296675658226022e+01,2.835126149530401207e+00,1.388302246176622790e+00,1.862165124551070083e-01
1.052407318437099448e+01,2.835161412369320288e+00,1.388177602536617261e+00,1.866084393289036414e-01
1.052517961215972875e+01,2.835056228155462765e+00,1.388339672442095329e+00,1.870003666343421356e-01
1.052628603994846301e+01,2.835127296903895200e+00,1.388141686319534385e+00,1.873922865367120549e-01
1.052739246773719728e+01,2.835113275371994312e+00,1.388117364609964710e+00,1.877841789897452263e-01
1.052849889552593154e+01,2.835031803720722721e+00,1.388230685364826300e+00,1.881760773972437351e-01
1.052960532331466759e+01,2.835121644064346302e+00,1.387994015908911694e+00,1.885679589962521163e-01
1.053071175110340185e+01,2.835059722038510976e+00,1.388067202666383837e+00,1.889598194271046305e-01
1.053181817889213612e+01,2.835020581367512893e+00,1.388093743906112509e+00,1.893516869542096748e-01
1.053292460668087038e+01,2.835103992317805410e+00,1.387869859057648370e+00,1.897435297026726642e-01
1.053403103446960465e+01,2.835007790763126589e+00,1.388012741710112685e+00,1.901353601091486378e-01
1.053513746225833891e+01,2.835018755736637530e+00,1.387936613446446810e+00,1.905271940626326876e-01
1.053624389004707318e+01,2.835072171641407124e+00,1.387773654999959527e+00,1.909189987235673513e-01
1.053735031783580745e+01,2.834964062989490330e+00,1.387940538823499770e+00,1.913108001382474443e-01
1.053845674562454171e+01,2.835020077742608446e+00,1.387772053621713964e+00,1.917025977496047695e-01
1.053956317341327598e+01,2.835027595091487829e+00,1.387702522000004990e+00,1.920943661476941511e-01
1.054066960120201024e+01,2.834932979871168435e+00,1.387841520561467812e+00,1.924861383203836096e-01
1.054177602899074628e+01,2.835017453459698356e+00,1.387614555730190435e+00,1.928778974006104541e-01
1.054288245677948055e+01,2.834974896851726989e+00,1.387646995314750109e+00,1.932696319021021125e-01
1.054398888456821481e+01,2.834915706590234841e+00,1.387713302168933183e+00,1.936613733104086688e-01
1.054509531235694908e+01,2.835004758661038515e+00,1.387476636041832467e+00,1.940530927565781716e-01
1.054620174014568335e+01,2.834920746590748220e+00,1.387593449829730208e+00,1.944447956106474251e-01
1.054730816793441761e+01,2.834909834872963330e+00,1.387560796841055488e+00,1.948365037959925716e-01
1.054841459572315188e+01,2.834978404878138125e+00,1.387365633176061541e+00,1.952281838200414232e-01
1.054952102351188614e+01,2.834872143356928831e+00,1.387527586230672849e+00,1.956198565300928394e-01
1.055062745130062041e+01,2.834909999697193594e+00,1.387394959715914977e+00,1.960115286732145856e-01
1.055173387908935467e+01,2.834938256622254737e+00,1.387281829940056888e+00,1.964031706944106281e-01
1.055284030687809071e+01,2.834834625361521088e+00,1.387438088060308772e+00,1.967948135801352305e-01
1.055394673466682498e+01,2.834909252189954376e+00,1.387229987025145217e+00,1.971864471688798692e-01
1.055505316245555925e+01,2.834887665432151760e+00,1.387218381220992391e+00,1.975780533974672570e-01
1.055615959024429351e+01,2.834810853598214386e+00,1.387319514704748347e+00,1.979696654596860284e-01
1.055726601803302778e+01,2.834900837273433005e+00,1.387079685455631983e+00,1.983612588782731889e-01
1.055837244582176204e+01,2.834832612202970559e+00,1.387163066363890085e+00,1.987528316967873410e-01
1.055947887361049631e+01,2.834799931659837569e+00,1.387173691756640181e+00,1.991444108196615548e-01
1.056058530139923057e+01,2.834879921257555502e+00,1.386953939840349426e+00,1.995359637086887572e-01
1.056169172918796484e+01,2.834780177180600269e+00,1.387101416553885080e+00,1.999275050091922079e-01
1.056279815697669910e+01,2.834797635705434082e+00,1.387009244175686273e+00,2.003190484480868450e-01
1.056390458476543515e+01,2.834844827623251629e+00,1.386856183496870898e+00,2.007105617431808875e-01
1.056501101255416941e+01,2.834736728916331661e+00,1.387020415932755268e+00,2.011020723899492879e-01
1.056611744034290368e+01,2.834797495554113311e+00,1.386839391371481156e+00,2.014935774201647156e-01
1.056722386813163794e+01,2.834797465178678255e+00,1.386782519636304611e+00,2.018850530593817860e-01
1.056833029592037221e+01,2.834706295419787470e+00,1.386911829591899403e+00,2.022765326144881359e-01
1.056943672370910647e+01,2.834792450083612803e+00,1.386678566889646191e+00,2.026679971749225651e-01
1.057054315149784074e+01,2.834742839303333817e+00,1.386722719162531758e+00,2.030594375497344617e-01
1.057164957928657500e+01,2.834689534214282602e+00,1.386774308343545314e+00,2.034508843317315852e-01
1.057275600707530927e+01,2.834776653308112238e+00,1.386538726301534963e+00,2.038423074988288675e-01
1.057386243486404354e+01,2.834687771368319620e+00,1.386662838832648958e+00,2.042337147891205296e-01
1.057496886265277780e+01,2.834683564766953268e+00,1.386613733290001482e+00,2.046251262498227641e-01
1.057607529044151384e+01,2.834746969202719402e+00,1.386426287933154589e+00,2.050165084205672339e-01
1.057718171823024811e+01,2.834639153841000514e+00,1.386588788613974055e+00,2.054078839837477355e-01
1.057828814601898237e+01,2.834682706024772347e+00,1.386441712390802605e+00,2.057992573067428943e-01
1.057939457380771664e+01,2.834703773161241447e+00,1.386340490240417944e+00,2.061906000438829545e-01
1.058050100159645091e+01,2.834602187358423286e+00,1.386489934990934314e+00,2.065819440143732699e-01
1.058160742938518517e+01,2.834679930128089609e+00,1.386272612593980380e+00,2.069732767821738095e-01
1.058271385717391944e+01,2.834650855361970923e+00,1.386273587059519752e+00,2.073645823612555172e-01
1.058382028496265370e+01,2.834579050746159012e+00,1.386361819209547486e+00,2.077558935628082970e-01
1.058492671275138797e+01,2.834668660197358303e+00,1.386119885347158576e+00,2.081471843219923901e-01
1.058603314054012223e+01,2.834594450907030883e+00,1.386212830569065968e+00,2.085384550960590055e-01
1.058713956832885827e+01,2.834568344232558434e+00,1.386207296640417308e+00,2.089297312893490799e-01
1.058824599611759254e+01,2.834644452272575776e+00,1.385992625012130830e+00,2.093209798691270107e-01
1.058935242390632681e+01,2.834541644805908422e+00,1.386143733400575950e+00,2.097122176135864102e-01
1.059045885169506107e+01,2.834565448217776229e+00,1.386035806731293896e+00,2.101034560157497566e-01
1.059156527948379534e+01,2.834606131359179937e+00,1.385893241448368673e+00,2.104946635184611059e-01
1.059267170727252960e+01,2.834498559732866685e+00,1.386053774267675731e+00,2.108858689236987327e-01
1.059377813506126387e+01,2.834563705599123740e+00,1.385860959807056592e+00,2.112770668669333163e-01
1.059488456284999813e+01,2.834556091284602175e+00,1.385816843422493783e+00,2.116682353328950550e-01
1.059599099063873240e+01,2.834468790114817338e+00,1.385935599312057676e+00,2.120594077744252792e-01
1.059709741842746666e+01,2.834556124932866794e+00,1.385697056627166246e+00,2.124505633351916334e-01
1.059820384621620093e+01,2.834499681886026856e+00,1.385752490954733185e+00,2.128416951676172231e-01
1.059931027400493697e+01,2.834452483154554336e+00,1.385788901583052901e+00,2.132328328125746852e-01
1.060041670179367124e+01,2.834537168615154812e+00,1.385555430055352755e+00,2.136239452504498926e-01
1.060152312958240550e+01,2.834443840334517795e+00,1.385685995294081874e+00,2.140150425475333684e-01
1.060262955737113977e+01,2.834446301853847938e+00,1.385620499217042667e+00,2.144061427702764755e-01
1.060373598515987403e+01,2.834504168763438248e+00,1.385441545030122068e+00,2.147972126641986002e-01
1.060484241294860830e+01,2.834395316636308504e+00,1.385603548866912726e+00,2.151882766292105564e-01
1.060594884073734256e+01,2.834444279330604832e+00,1.385442592455336630e+00,2.155793366297371061e-01
1.060705526852607683e+01,2.834458008898991466e+00,1.385353599966042459e+00,2.159703656767802682e-01
1.060816169631481110e+01,2.834358947179435706e+00,1.385495256128522756e+00,2.163613962570721250e-01
1.060926812410354536e+01,2.834439345614014005e+00,1.385269644214100815e+00,2.167524137240675608e-01
1.061037455189228140e+01,2.834402897338637484e+00,1.385282988255167824e+00,2.171434042522086549e-01
1.061148097968101567e+01,2.834336417979535838e+00,1.385357663020406971e+00,2.175344000994734184e-01
1.061258740746974993e+01,2.834425136134022694e+00,1.385114680858344993e+00,2.179253737483880793e-01
1.061369383525848420e+01,2.834345290390416050e+00,1.385216501396689948e+00,2.183163280678871165e-01
1.061480026304721846e+01,2.834325834013841749e+00,1.385194639511114101e+00,2.187072868298526873e-01
1.061590669083595273e+01,2.834397619282097658e+00,1.384985959227527319e+00,2.190982166783678464e-01
1.061701311862468700e+01,2.834292240770120763e+00,1.385139708800953162e+00,2.194891364376696796e-01
1.061811954641342126e+01,2.834322204711124726e+00,1.385016390213805515e+00,2.198800553066216357e-01
1.061922597420215553e+01,2.834356126936933062e+00,1.384884853529249726e+00,2.202709426170332552e-01
1.062033240199088979e+01,2.834249593644843301e+00,1.385040648661283846e+00,2.206618283279480619e-01
1.062143882977962406e+01,2.834318721159081900e+00,1.384836845491361101e+00,2.210527047057820604e-01
1.062254525756836010e+01,2.834303524656959450e+00,1.384805503877340138e+00,2.214435516090281220e-01
1.062365168535709437e+01,2.834220491751640925e+00,1.384912886076296923e+00,2.218344024626518196e-01
1.062475811314582863e+01,2.834308498040451152e+00,1.384670098996869880e+00,2.222252345723426670e-01
1.062586454093456290e+01,2.834245478213191394e+00,1.384736316566791414e+00,2.226160434698363777e-01
1.062697096872329716e+01,2.834204572022638313e+00,1.384757157569271424e+00,2.230068574903074641e-01
1.062807739651203143e+01,2.834286334591532786e+00,1.384526802144568469e+00,2.233976447773836360e-01
1.062918382430076569e+01,2.834189004115331922e+00,1.384662931210305592e+00,2.237884176736509301e-01
1.063029025208949996e+01,2.834198059184920293e+00,1.384581182564350810e+00,2.241791921704254231e-01
1.063139667987823422e+01,2.834250044263544321e+00,1.384411438377801673e+00,2.245699353917462449e-01
1.063250310766696849e+01,2.834140674839754848e+00,1.384571894368604728e+00,2.249606733285744453e-01
1.063360953545570453e+01,2.834194732197658162e+00,1.384397689975337631e+00,2.253514055315395948e-01
1.063471596324443880e+01,2.834201013259800561e+00,1.384321175806830118e+00,2.257421065086568090e-01
1.063582239103317306e+01,2.834104937824819981e+00,1.384454099629438772e+00,2.261328092454973071e-01
1.063692881882190733e+01,2.834187516019034181e+00,1.384221163458968729e+00,2.265234969604721094e-01
1.063803524661064159e+01,2.834143845349343938e+00,1.384246592461437775e+00,2.269141580606525155e-01
1.063914167439937586e+01,2.834082978265754615e+00,1.384307115221882434e+00,2.273048240830392863e-01
1.064024810218811012e+01,2.834170291319068724e+00,1.384064136692152447e+00,2.276954661999892049e-01
1.064135452997684439e+01,2.834085183923880091e+00,1.384174088024967331e+00,2.280860896776403246e-01
1.064246095776557866e+01,2.834072416616560286e+00,1.384135805250771067e+00,2.284767165314803283e-01
1.064356738555431292e+01,2.834139459238962377e+00,1.383933986326279619e+00,2.288673132554438494e-01
1.064467381334304896e+01,2.834032012578224791e+00,1.384089363691904939e+00,2.292579006223969262e-01
1.064578024113178323e+01,2.834067918050189316e+00,1.383951086199390224e+00,2.296484854886356453e-01
1.064688666892051749e+01,2.834094861182786307e+00,1.383831044133132959e+00,2.300390382342827056e-01
1.064799309670925176e+01,2.833989868864756012e+00,1.383981079100553568e+00,2.304295898200122150e-01
1.064909952449798602e+01,2.834062557705132157e+00,1.383767135943517523e+00,2.308201301826863505e-01
1.065020595228672029e+01,2.834039818671385991e+00,1.383748512411382636e+00,2.312106411594687938e-01
1.065131238007545456e+01,2.833961428149043282e+00,1.383843751409852274e+00,2.316011559737480019e-01
1.065241880786418882e+01,2.834049592216095537e+00,1.383597767811659773e+00,2.319916502105441036e-01
1.065352523565292309e+01,2.833980283256124721e+00,1.383674204277214992e+00,2.323821218045427905e-01
1.065463166344165735e+01,2.833945819849448267e+00,1.383679156416445011e+00,2.327725977376783606e-01
1.065573809123039162e+01,2.834024184284611891e+00,1.383452896600589455e+00,2.331630454819350884e-01
1.065684451901912766e+01,2.833923313962167789e+00,1.383593662443184602e+00,2.335534795925161833e-01
1.065795094680786192e+01,2.833938850904332618e+00,1.383495874400896053e+00,2.339439139019546809e-01
1.065905737459659619e+01,2.833984639312845832e+00,1.383336001282968741e+00,2.343343160835018035e-01
1.066016380238533046e+01,2.833875271666089102e+00,1.383493857403485405e+00,2.347247135844601207e-01
1.066127023017406472e+01,2.833934079080241197e+00,1.383307096603815456e+00,2.351151035433061975e-01
1.066237665796279899e+01,2.833932838083873307e+00,1.383243234775819230e+00,2.355054620976822499e-01
1.066348308575153325e+01,2.833840192259823976e+00,1.383366518906772091e+00,2.358958225607127313e-01
1.066458951354026752e+01,2.833924461269647921e+00,1.383127252109239924e+00,2.362861661022771231e-01
1.066569594132900178e+01,2.833873755072773726e+00,1.383164409065470668e+00,2.366764834226951775e-01
1.066680236911773605e+01,2.833818754777993387e+00,1.383210249728564767e+00,2.370668051739347748e-01
1.066790879690647209e+01,2.833904154957429533e+00,1.382968316891686422e+00,2.374571013674415532e-01
1.066901522469520636e+01,2.833814185696727161e+00,1.383085602897943245e+00,2.378473796396769480e-01
1.067012165248394062e+01,2.833808108431834949e+00,1.383030882475326129e+00,2.382376601348680512e-01
1.067122808027267489e+01,2.833870012103573810e+00,1.382836749356381567e+00,2.386279093706320797e-01
1.067233450806140915e+01,2.833761008030017514e+00,1.382992723537970425e+00,2.390181499609587978e-01
1.067344093585014342e+01,2.833802602635235868e+00,1.382839988512100771e+00,2.394083863832797143e-01
1.067454736363887768e+01,2.833822383583142202e+00,1.382731837498763605e+00,2.397985902199760155e-01
1.067565379142761195e+01,2.833719423584934560e+00,1.382875110769117288e+00,2.401887932727169717e-01
1.067676021921634621e+01,2.833795232991989987e+00,1.382651919434239041e+00,2.405789832003670248e-01
1.067786664700508048e+01,2.833765028719256396e+00,1.382645881522238440e+00,2.409691439134481750e-01
1.067897307479381475e+01,2.833691627179844019e+00,1.382728261939999204e+00,2.413593082610899221e-01
1.068007950258255079e+01,2.833779433100173772e+00,1.382480136512317159e+00,2.417494502338680684e-01
1.068118593037128505e+01,2.833704153225293343e+00,1.382566164979995627e+00,2.421395701806300926e-01
1.068229235816001932e+01,2.833676246164098522e+00,1.382554982506572605e+00,2.425296935895071282e-01
1.068339878594875358e+01,2.833750753778439879e+00,1.382333766619474380e+00,2.429197874294524995e-01
1.068450521373748785e+01,2.833646821655479098e+00,1.382478208893485494e+00,2.433098683931540496e-01
1.068561164152622212e+01,2.833668692354501140e+00,1.382364668702094956e+00,2.436999480818693720e-01
1.068671806931495638e+01,2.833708000369986824e+00,1.382215266532946574e+00,2.440899948859377722e-01
1.068782449710369065e+01,2.833599150397082322e+00,1.382369475249410451e+00,2.444800375667426640e-01
1.068893092489242491e+01,2.833662336407370752e+00,1.382170905359411783e+00,2.448700708647267299e-01
1.069003735268115918e+01,2.833653537526495292e+00,1.382119794380302302e+00,2.452600726713637658e-01
1.069114378046989522e+01,2.833564743420907472e+00,1.382232572608902865e+00,2.456500764543261273e-01
1.069225020825862948e+01,2.833650203920946353e+00,1.381987991984847675e+00,2.460400614320839840e-01
1.069335663604736375e+01,2.833592683759450725e+00,1.382036449399900446e+00,2.464300206469714760e-01
1.069446306383609802e+01,2.833543770955343710e+00,1.382067145157704680e+00,2.468199837064215529e-01
1.069556949162483228e+01,2.833626759246454352e+00,1.381827284767092490e+00,2.472099196162550194e-01
1.069667591941356655e+01,2.833532350707455905e+00,1.381951061921977253e+00,2.475998383441111172e-01
1.069778234720230081e+01,2.833532926726161527e+00,1.381879963331895889e+00,2.479897580577527516e-01
1.069888877499103508e+01,2.833589320809316803e+00,1.381694290612621279e+00,2.483796454722155267e-01
1.069999520277976934e+01,2.833479275147525733e+00,1.381849818460307189e+00,2.487695249255669760e-01
1.070110163056850361e+01,2.833526274509769571e+00,1.381683192995676990e+00,2.491593984923768379e-01
1.070220805835723965e+01,2.833538746199550484e+00,1.381587257848378547e+00,2.495492391050360137e-01
1.070331448614597392e+01,2.833438295958759845e+00,1.381722794073908522e+00,2.499390792411972373e-01
1.070442091393470818e+01,2.833516767147054249e+00,1.381491284788624041e+00,2.503289043450767082e-01
1.070552734172344245e+01,2.833479212092529398e+00,1.381497624995377871e+00,2.507187004845316536e-01
1.070663376951217671e+01,2.833411116809211094e+00,1.381566489311681467e+00,2.511084999636584714e-01
1.070774019730091098e+01,2.833498049209909109e+00,1.381317278049907005e+00,2.514982753130839965e-01
1.070884662508964524e+01,2.833417145452934882e+00,1.381412212394431460e+00,2.518880292945417376e-01
1.070995305287837951e+01,2.833395871077888373e+00,1.381384724313626133e+00,2.522777857695013837e-01
1.071105948066711377e+01,2.833466082183652368e+00,1.381169464552176152e+00,2.526675113751286617e-01
1.071216590845584804e+01,2.833359579413619045e+00,1.381316594664157238e+00,2.530572248553932257e-01
1.071327233624458231e+01,2.833387600182688981e+00,1.381187662125559878e+00,2.534469355193159079e-01
1.071437876403331835e+01,2.833420176677108326e+00,1.381049266494242644e+00,2.538366126385194765e-01
1.071548519182205261e+01,2.833312354338406003e+00,1.381198790250758979e+00,2.542262861393842499e-01
1.071659161961078688e+01,2.833379522683090901e+00,1.380989210409042656e+00,2.546159483908476129e-01
1.071769804739952114e+01,2.833363167952585471e+00,1.380950872801549822e+00,2.550055791533683558e-01
1.071880447518825541e+01,2.833278624230119114e+00,1.381052324581823587e+00,2.553952118753305967e-01
1.071991090297698968e+01,2.833364769223404522e+00,1.380803464788236123e+00,2.557848239310311911e-01
1.072101733076572394e+01,2.833300690111610010e+00,1.380862726955635500e+00,2.561744107414769545e-01
1.072212375855445821e+01,2.833258050569410269e+00,1.380877884688408219e+00,2.565640007154385560e-01
1.072323018634319247e+01,2.833338139390511934e+00,1.380641102837605549e+00,2.569535620136306209e-01
1.072433661413192674e+01,2.833239734658133724e+00,1.380770484655140296e+00,2.573431068836565250e-01
1.072544304192066278e+01,2.833246889741560803e+00,1.380683143288811143e+00,2.577326514218178377e-01
1.072654946970939704e+01,2.833297431219659046e+00,1.380506651690349029e+00,2.581221627133155616e-01
1.072765589749813131e+01,2.833186862109335902e+00,1.380660683352358253e+00,2.585116666943068076e-01
1.072876232528686558e+01,2.833238951466982680e+00,1.380480797286085304e+00,2.589011630249309359e-01
1.072986875307559984e+01,2.833244003577700898e+00,1.380397329537393025e+00,2.592906261283828839e-01
1.073097518086433411e+01,2.833146524090176310e+00,1.380524184655609776e+00,2.596800889897583620e-01
