z,"Magnus (BS=100, 0.025s) |A1|","Magnus (BS=100, 0.025s) |A2|","Magnus (BS=100, 0.025s) |A3|","Magnus (BS=100, 0.025s) Total Power","Super Step (BS=1, 0.108s) |A1|","Super Step (BS=1, 0.108s) |A2|","Super Step (BS=1, 0.108s) |A3|","Super Step (BS=1, 0.108s) Total Power",DOP853 |A1|,DOP853 |A2|,DOP853 |A3|,DOP853 Total Power
87.21943664550781,3.1596013422134654,0.13007441191188648,7.515748304341137e-05,10.000000000000002,3.15969592491924,0.13076599046902435,0.0001498867162140654,10.000778104680624,3.159573257929395,0.13075474643926777,0.00015510211387926282,9.999999999995635
91.1839599609375,3.1593518278102897,0.13600008064980665,7.858135666424924e-05,10.000000000000002,3.159450218485498,0.13670321385504824,0.00016335024874860094,10.000813478449663,3.1593220112702793,0.13669089108767962,0.00017144117346798963,9.999999999995303
95.14847564697266,3.1590911499341496,0.1419263882539639,8.200559942439497e-05,10.000000000000002,3.1591933763443096,0.14263952456726292,0.00017231063722415488,10.000848852797489,3.159059633923149,0.14262608325715614,0.00017229920072370163,9.999999999994952
99.11299133300781,3.158819304618409,0.147853283601532,8.543018178488779e-05,10.000000000000002,3.1589254029992526,0.14857488478731365,0.000172270976404562,10.000884227780844,3.1587861302196316,0.14856026884480955,0.00017334197706797008,9.9999999999946
103.0775146484375,3.1585362881623817,0.15378071552111064,8.885507417870069e-05,10.000000000000004,3.158646302717097,0.15450923817983175,0.00018131775793302614,10.000919603227425,3.1585015047132714,0.15449339340675072,0.00019003132852240677,9.99999999999424
107.04203796386719,3.158242098285547,0.1597086099785068,9.22802338285993e-05,10.000000000000004,3.158356080390753,0.16044254661114568,0.00019463113783530343,10.000954979185591,3.15820576288898,0.16042543420924874,0.00019826100949981899,9.99999999999382
111.00655364990234,3.157936733146245,0.16563689288942274,9.57056179283985e-05,10.000000000000004,3.1580547413435123,0.1663747811017802,0.00019675829559690332,10.000990355822731,3.157898910004756,0.16635635255065157,0.00019532082067399452,9.999999999993404
114.9710693359375,3.157620190102298,0.1715655129428312,9.913119683039436e-05,10.000000000000004,3.1577422905034918,0.17230588984339704,0.00020026079346009207,10.00102573301335,3.1575809509436756,0.17228608636363665,0.00020658191374126308,9.999999999992951
118.93559265136719,3.1572924667791478,0.1774944187903369,0.00010255694086529142,10.000000000000004,3.1574187330579226,0.17823582376972635,0.0002143328777877383,10.001061110678554,3.157251891540787,0.17821460170364964,0.00022157229032625494,9.999999999992548
122.90011596679688,3.1569535623960885,0.18342353622775745,0.00010598280715763488,10.000000000000004,3.1570840749851654,0.1841645552332371,0.0002214936998507665,10.001096488988653,3.156911738033171,0.18414187352403666,0.00022062533914105544,9.999999999992099
126.86463165283203,3.1566034766128306,0.1893527910159237,0.00010940875281175436,10.000000000000004,3.1567383220712633,0.19009204291272702,0.00022167373173051483,10.001131867951273,3.1565604959298112,0.19006784414842073,0.00022393695231293336,9.999999999991642
130.8291473388672,3.156242208117833,0.1952821317063724,0.00011283474810053476,10.000000000000004,3.1563814798656,0.19601823120858336,0.00023238952032650698,10.001167247409585,3.1561981712018183,0.19599246396500355,0.00024116889568617103,9.999999999991212
134.79367065429688,3.155869755868392,0.20121150682457026,0.00011626076328179777,10.000000000000004,3.156013554753141,0.2019430856547625,0.00024456286500935227,10.00120262744032,3.1558247708544758,0.2019157119152657,0.0002468477128307977,9.999999999990747
138.75819396972656,3.155486120588937,0.20714084205115899,0.00011968675541353944,10.000000000000004,3.155634553428324,0.20786657523989482,0.00024551426162755047,10.001238008169995,3.1554403013536283,0.20783754420239772,0.00024454748591383056,9.999999999990232
142.72271728515625,3.155091302674787,0.213070074457175,0.0001231126881351685,10.000000000000004,3.1552444820346777,0.21378864609612794,0.0002507124787033708,10.001273389466641,3.155044768853136,0.21375790033614037,0.00025800397329228935,9.999999999989704
146.68722534179688,3.1546853044609335,0.2189991182773069,0.0001265385118911665,10.000000000000004,3.154843347183245,0.2197092528429152,0.00026501975502435566,10.001308771286645,3.1546381807442265,0.21967675127133704,0.00027116562325527505,9.999999999989168
150.65174865722656,3.1542681239286448,0.22492795619258427,0.00012996421667456728,10.000000000000004,3.154431156319755,0.22562836868788944,0.0002703212333301948,10.001344153791113,3.1542205445926603,0.22559406854750028,0.0002688761625108408,9.999999999988624
154.61627197265625,3.1538397640813365,0.23085650241341601,0.0001333897529158234,10.000000000000004,3.15400791644992,0.23154594881450985,0.0002711199988485162,10.001379536947228,3.1537918670601646,0.2315097920442941,0.00027466495101506307,9.999999999988066
158.58079528808594,3.153400226737181,0.2367846939638021,0.00013681508422716578,10.000000000000004,3.1535736344293466,0.23746193921456424,0.0002833068694556553,10.00141492060624,3.153352155597406,0.23742387750748287,0.00029183214853038716,9.999999999987498
162.54531860351562,3.1529495140702632,0.24271246786432432,0.0001402401742188505,10.000000000000004,3.1531283181548058,0.24337630880322858,0.00029401399471017266,10.00145030488067,3.152901418686633,0.24333630428221786,0.0002950406902001817,9.999999999986919
166.50982666015625,3.1524876304098144,0.24863973832332856,0.00014366497332013797,10.000000000000004,3.1526719756237207,0.24928902393985433,0.0002942000418269511,10.001485689893725,3.1524396639286496,0.24924702374427898,0.0002939904243363395,9.99999999998633
170.47434997558594,3.152014575086315,0.25456648799111,0.0001470894715063037,10.000000000000004,3.1522046141799174,0.25520002948648757,0.0003012006824028535,10.001521075428915,3.151966898799501,0.2551559782777845,0.00030920397379277144,9.999999999985734
174.43887329101562,3.1515303530977823,0.26049263108391163,0.00015051361921117112,10.000000000000004,3.1517262419034022,0.26110928415053936,0.00031519321456459885,10.001556461518913,3.151483132256353,0.26106314297916666,0.00032010413215155417,9.999999999985128
178.40338134765625,3.151034969969938,0.26641808183726273,0.00015393736687970745,10.000000000000004,3.151236867654773,0.267016760937474,0.0003188120186216522,10.001591848329307,3.150988373094729,0.2669684851079891,0.0003171206189750173,9.999999999984507
182.36790466308594,3.1505284258427273,0.272342822917293,0.00015736070449633743,10.000000000000004,3.150736499609462,0.2729224119334798,0.00032071951084774157,10.001627235767877,3.150482629136031,0.27287194349036004,0.00032550236062189566,9.99999999998387
186.33242797851562,3.1500107269101365,0.2782667685867555,0.00016078358252175808,10.000000000000004,3.1502251459742827,0.27882618576834445,0.0003339010604681861,10.00166262368873,3.14996590937078,0.2787734795573299,0.0003418781308225051,9.999999999983242
190.2969512939453,3.1494818778363465,0.28418985593586416,0.00016420596460645925,10.000000000000004,3.149702816142592,0.2847280538785997,0.00034288954751910924,10.001698012255313,3.1494382236766487,0.28467307159703137,0.00034283316217000715,9.99999999998259
194.261474609375,3.1489418836407017,0.2901120220781456,0.00016762781441440066,10.000000000000004,3.1491695193355502,0.29062797950669045,0.00034285872113983185,10.001733401536345,3.1488995807301197,0.2905706667670439,0.0003436192118048035,9.99999999998193
198.2259979248047,3.1483907496974806,0.29603320415377726,0.00017104909562494112,10.000000000000004,3.148625264117426,0.2965259075387104,0.0003516148916771063,10.00176879131322,3.148349989399373,0.2964662115771797,0.00036003225420073976,9.999999999981181
202.1905059814453,3.147828483921118,0.3019533165494054,0.00017446975877036377,10.000000000000004,3.1480700600624694,0.3024218006546007,0.0003648264144333962,10.001804181671202,3.1477894601866847,0.3023596841045394,0.00036843755868472527,9.99999999998041
206.155029296875,3.1472550880667534,0.30787234203994146,0.00017788979389794774,10.000000000000004,3.1475039173745247,0.3083156307224747,0.0003670054141578036,10.00183957272875,3.1472180030184016,0.30825104695886263,0.0003653838440221571,9.999999999979725
210.1195526123047,3.146670570714386,0.3137901950778519,0.00018130915157800746,10.000000000000004,3.1469268453647783,0.3142073473752853,0.0003702930678837354,10.001874964339086,3.1466356269022273,0.3141402393083243,0.00037621265743378076,9.999999999979028
214.08407592773438,3.1460749386550404,0.3197068129432488,0.00018472779557075628,10.000000000000004,3.146338853634466,0.32009690255316664,0.0003840851562032671,10.001910356435385,3.1460423424054142,0.32002722801505423,0.0003912793384168783,9.999999999978266
218.048583984375,3.1454682013896336,0.32562211019504256,0.0001881456765080124,10.000000000000004,3.1457399530403896,0.3259842694040164,0.00039134105772219597,10.001945749201248,3.145438160709507,0.32591198923885295,0.0003903847137735474,9.999999999977456
222.0131072998047,3.1448503617448367,0.33153606973762756,0.00019156278451187053,10.000000000000004,3.145130153960612,0.3318694080586112,0.000391472460640211,10.00198114260816,3.144823091533495,0.3317944668382735,0.0003933317337791239,9.999999999976637
225.97763061523438,3.1442214298841025,0.33744860622135275,0.0001949790702669824,10.000000000000004,3.144509466198847,0.33775226429719274,0.0004017500859901127,10.002016536455168,3.1441971452006463,0.3376746121997392,0.0004103214176791345,9.999999999975804
229.94215393066406,3.143581414008941,0.34335965711942956,0.00019839449764513494,10.000000000000004,3.143877900828332,0.3436328043892821,0.0004138914614637867,10.002051930875348,3.1435603337048343,0.3435524052308859,0.0004161642538984071,9.999999999975064
233.90667724609375,3.1429303226722713,0.3492691599616176,0.00020180903055078904,10.000000000000004,3.1432354693250866,0.349510998544501,0.0004149576000683822,10.002087325916683,3.142912668011708,0.3494278038033861,0.00041370868567155517,9.999999999974207
237.87118530273438,3.142268167347693,0.3551770296022097,0.0002052226197864356,10.000000000000004,3.142582182120259,0.3553867947474203,0.00041980898251347507,10.002122721500154,3.1422541583690013,0.3553007487743396,0.0004267393656293537,9.999999999973374
241.83570861816406,3.1415949521921744,0.3610832491711353,0.0002086352556044849,10.000000000000004,3.1419180502391795,0.36126014850488675,0.0004338370819580298,10.002158117531156,3.1415848169383547,0.36117121204266156,0.00043993928162982735,9.999999999972532
245.80023193359375,3.1409106893366996,0.36698773364593146,0.00021204688887863869,10.000000000000004,3.141243085956394,0.3671310340061646,0.00043923663875182814,10.00219351412811,3.140904656085283,0.3670391666205551,0.0004376299069109475,9.999999999971656
249.76473999023438,3.140215391431374,0.37289039810054964,0.00021545747053830763,10.000000000000004,3.140557300736701,0.37299940828125355,0.0004399225009038806,10.002228911320566,3.1402136865552737,0.37290455401981826,0.00044309478328005176,9.999999999970768
253.72926330566406,3.1395090634251175,0.3787912258339506,0.00021886699093356872,10.000000000000004,3.1398607056490895,0.3788652187439143,0.00045168416567612716,10.002264308871657,3.1395119202045274,0.3787673312250658,0.0004600654327797504,9.99999999996988
257.69378662109375,3.138791718621605,0.38469013206225844,0.00022227540107598053,10.000000000000004,3.139153313281626,0.384728435244967,0.000462373733242275,10.002299706962518,3.1387993704410575,0.3846274788201788,0.0004632756469632002,9.99999999996907
261.6582946777344,3.138063370841055,0.3905870321106707,0.00022568265204012456,10.000000000000004,3.1384351362866125,0.3905890256340079,0.00046260654693360584,10.00233510562891,3.1380760491739106,0.3904849498538485,0.0004620680099990382,9.999999999968148
265.6228332519531,3.1373240229519963,0.39648193215662547,0.00022908874739534764,10.000000000000004,3.1377061861920974,0.396446936749247,0.000469181135567344,10.002370504656957,3.13734196796503,0.396339688358137,0.0004769116371039379,9.999999999967223
269.58734130859375,3.136573698024146,0.4023746796331271,0.00023249359898786756,10.000000000000004,3.1369664755018967,0.40230212829156387,0.0004829719632922009,10.002405904112631,3.136597140557642,0.40219167056017896,0.0004877949612978021,9.999999999966288
273.5518798828125,3.135812396537897,0.4082653035365068,0.00023589722357187314,10.000000000000004,3.1362160178280165,0.40815457452293147,0.0004866411082185935,10.002441304004583,3.135841580372154,0.40804086536555506,0.00048473304910244704,9.999999999965327
277.5163879394531,3.1350401425892196,0.4141536515472245,0.00023929953313656303,10.000000000000004,3.135454825666383,0.4140042296738851,0.0004883114257268509,10.002476704430523,3.135075299208095,0.413887213429511,0.0004927668821958727,9.99999999996437
281.48089599609375,3.13425694307838,0.4200397074818413,0.00024270051833108545,10.000000000000004,3.1346829114001156,0.4198510437138487,0.0005012738978056,10.002512105207034,3.134298310504025,0.4197306774583921,0.0005090534560935567,9.999999999963487
285.4454345703125,3.1334628049105415,0.42592345518517033,0.0002461001698209128,10.000000000000004,3.1339002890999343,0.4256949893913947,0.0005101410591122178,10.002547506257491,3.1335106289691703,0.4255712374108982,0.0005098904742327665,9.999999999962505
289.4099426269531,3.1326577537129388,0.43180474273999914,0.00024949839982770996,10.000000000000004,3.133106972501241,0.4315360318084896,0.0005098837539648984,10.00258290786635,3.1327122673999486,0.4314088421963124,0.0005104098661312005,9.99999999996152
293.37445068359375,3.1318417971558308,0.4376835542166916,0.0002528951991472736,10.000000000000004,3.1323029742273696,0.4373741173549469,0.0005185182371395677,10.002618309746808,3.131903238746713,0.43724343987083525,0.0005266672012577814,9.99999999996057
297.3389892578125,3.1310149429127083,0.4435598737177228,0.00025629055859395397,10.000000000000004,3.1314883083160523,0.44320921044082406,0.0005315314220717612,10.00265371186536,3.131083558302768,0.44307501031618446,0.0005349009885280139,9.999999999959678
301.3034973144531,3.1301772181314917,0.4494335497652785,0.000259684390643302,10.000000000000005,3.1306629896254794,0.4490412846146943,0.0005334396567886308,10.002689114457024,3.1302532404099526,0.4489035177430666,0.0005316197662076443,9.999999999958684
305.26800537109375,3.1293286312443667,0.45530456670773906,0.0002630766862517531,10.000000000000005,3.1298270315884076,0.4548702910075661,0.0005366828852579093,10.002724517331332,3.12941229795663,0.4547289029954851,0.0005423430484238639,9.999999999957653
309.2325439453125,3.128469190684915,0.46117290892937585,0.00026646743639648085,10.000000000000005,3.1289804480005037,0.460696183566481,0.0005502748946185769,10.002759920324616,3.1285607460218694,0.4605511350267838,0.0005571654105708229,9.999999999956671
313.1970520019531,3.1275989251102416,0.4670384254284716,0.0002698565538281266,10.000000000000005,3.128123254362057,0.4665189371985083,0.0005571760977422347,10.002795323690695,3.127698600457034,0.466370191529714,0.0005559742669139444,9.999999999955735
317.1615905761719,3.1267178368818,0.47290114597332567,0.0002732440557469253,10.000000000000005,3.127255465354757,0.47233851341541644,0.0005571720547349509,10.00283072728738,3.1268258749126296,0.47218601802778704,0.0005588475746618406,9.999999999954682
321.1260986328125,3.1258259556559795,0.47876091989980796,0.00027662985509857753,10.000000000000005,3.1263770947970415,0.4781548600940102,0.0005674120193875678,10.002866131059513,3.1259425838381465,0.47799856808070496,0.0005756854218955759,9.999999999953616
325.09063720703125,3.1249232841251025,0.4846177771450065,0.0002800139691808452,10.000000000000005,3.1254881582193508,0.4839679454907552,0.0005791680543000847,10.002901534867567,3.125048743961603,0.48380782346907564,0.000581176964392135,9.999999999952541
329.0551452636719,3.1240098529390576,0.49047156739837994,0.00028339631114373355,10.000000000000005,3.124588671601416,0.4897777414606444,0.0005800017648328673,10.002936939132239,3.1241443704370173,0.4896137435829689,0.0005785437009769871,9.99999999995145
333.0196838378906,3.123085665117147,0.4963223207743174,0.00028677689838744964,10.000000000000005,3.123678649347347,0.4955841975357539,0.0005848512879258927,10.002972343286654,3.1232294773432505,0.49541627140763833,0.0005914636092269024,9.99999999995044
336.98419189453125,3.122150752296715,0.5021698873317333,0.0002901556442754719,10.000000000000005,3.1227581067005112,0.5013872719047746,0.0005985081140783289,10.003007747603837,3.1223040813655967,0.5012153810047497,0.000604385084428205,9.99999999994933
340.9486999511719,3.121205125140312,0.5080142523950525,0.00029353254032819803,10.000000000000005,3.121827060456365,0.507186940113708,0.0006037020956130009,10.003043152075755,3.121368199362208,0.5070110469281279,0.0006018732337735528,9.99999999994822
344.9132385253906,3.120248794305407,0.5138554013353835,0.0002969075780929997,10.000000000000005,3.120885526233658,0.5129831610775609,0.0006042864674468331,10.003078556565995,3.120421845873069,0.512803212915695,0.0006070985274735867,9.999999999947171
348.87774658203125,3.119281792898628,0.5196931847952635,0.0003002806712705744,10.000000000000005,3.1199335190659547,0.5187758846550895,0.0006157608148504737,10.003113961052325,3.1194650368789785,0.5185918380146126,0.0006238432239471,9.999999999946109
352.84228515625,3.118304124738522,0.5255276333688685,0.00030365183753835215,10.000000000000005,3.1189710559344843,0.5245650823588813,0.0006261585075861975,10.003149365461725,3.11849779041729,0.5243769046567356,0.0006268732439720097,9.999999999944963
356.8067932128906,3.117315823902936,0.5313585981072262,0.00030702099083305793,10.000000000000005,3.1179981538462243,0.5303507240009105,0.0006262318625102276,10.003184770003095,3.1175201224026017,0.5301583680548798,0.000625411919544558,9.999999999943816
360.77130126953125,3.116316902252602,0.53718606496629,0.0003103881230399888,10.000000000000005,3.117014828206899,0.5361327586033601,0.0006327610386218226,10.003220174495864,3.11653204818067,0.5359361742757576,0.0006400845382237233,9.999999999942753
364.73583984375,3.115307371638979,0.543010019954286,0.0003137532260746459,10.000000000000005,3.116021095677998,0.5419111481331427,0.0006460634082897599,10.00325557857922,3.1155335859961473,0.5417103018194352,0.0006506721617146019,9.99999999994158
368.7003479003906,3.1142872675836593,0.5488303147636963,0.00031711621424438844,10.000000000000005,3.115016974308494,0.5476858687025702,0.0006494413175325025,10.00329098278056,3.114524753557096,0.5474807214536623,0.0006473461633748549,9.999999999940368
372.66485595703125,3.113256602650616,0.5546469357589483,0.00032047707967053205,10.000000000000005,3.1140024805420277,0.5534568762278902,0.0006512756976796264,10.003326386825872,3.1135055663207214,0.5532473759644374,0.0006552995650287132,9.999999999939172
376.62939453125,3.112215389391841,0.5604598693599407,0.0003238358145064428,10.000000000000005,3.112977630717662,0.5592241238053589,0.0006636281934502097,10.003361790396802,3.1124760418953676,0.559010230765818,0.0006711665674437138,9.999999999938069
380.5939025878906,3.1111636647562415,0.5662689679345775,0.00032719233344974207,10.000000000000005,3.111942443235139,0.5649875858457497,0.0006721371154708419,10.003397193936397,3.1114361994539075,0.5647692674181505,0.0006717474601880796,9.999999999936861
384.55841064453125,3.1101014419985193,0.5720742182773667,0.0003305466288702472,10.000000000000005,3.110896935947801,0.5707472289158838,0.0006722129223798233,10.003432597274788,3.110386055582744,0.5705244369738338,0.0006723003545817685,9.999999999935655
388.52294921875,3.109028734358546,0.5778756072413586,0.0003338986931716013,10.000000000000005,3.1098411253423284,0.5765030030155519,0.0006803458369550589,10.003468000226848,3.1093256270441922,0.5762756905731585,0.0006880371345870669,9.99999999993443
392.4874572753906,3.1079455801953113,0.5836729879032649,0.00033724844146097716,10.000000000000005,3.1087750295418557,0.5822548742858077,0.0006927159626220608,10.00350340278795,3.1082549335302843,0.5820230096582539,0.0006959498356989175,9.999999999933177
396.4519958496094,3.1068519849829324,0.5894663920886887,0.00034059589212732786,10.000000000000005,3.1076986676337075,0.5880028175179961,0.0006947198745622825,10.003538804857127,3.1071739934453717,0.5877663604937718,0.0006927196916971095,9.999999999931923
400.41650390625,3.1057855258234226,0.5950597833043839,0.00034911240897110037,10.000000000000005,3.1066120569420357,0.5937467871751976,0.0006978955262801032,10.003574206676662,3.1060828232806106,0.5935056870663805,0.0007030445880804014,9.999999999930676
404.3810119628906,3.104708650087814,0.6006530364281193,0.00035763052217428824,10.000000000000005,3.105515215124567,0.5994867397443304,0.0007109399471656127,10.003609607935081,3.1049814422440316,0.5992409602161324,0.000717529672194872,9.99999999992941
408.3455505371094,3.1036213500998953,0.6062461390706992,0.00036615021460969583,10.000000000000005,3.10440816190834,0.6052226516978348,0.0007175544843488447,10.003645008735711,3.103869870492186,0.6049721597525861,0.000716172636355359,9.999999999928132
412.31005859375,3.1025236436375874,0.6118389496355964,0.00037467127227692375,10.000000000000005,3.103290915951802,0.6109544868967569,0.0007175994306621849,10.003680409037196,3.1027481252859577,0.6106992338692381,0.0007188273978936731,9.999999999926827
416.27459716796875,3.101415515145466,0.6174314986924008,0.00038319374340408524,10.000000000000005,3.1021634947774706,0.6166821961943849,0.0007273289502560148,10.003715808440502,3.1016162248415227,0.6164221387138183,0.0007352746728269949,9.99999999992554
420.2391052246094,3.1002969833335925,0.6230236445674434,0.0003917174137146092,10.000000000000005,3.1010259179893587,0.6224057500442611,0.0007386909410364125,10.003751207394211,3.1004741902230504,0.6221408580925248,0.000740524704473058,9.99999999992422
424.20361328125,3.099168041668493,0.6286153746980846,0.0004002422656252418,10.000000000000005,3.0998782056496412,0.6281251219512599,0.0007396356810127727,10.003786605748864,3.0993220404315758,0.6278553537600249,0.0007378162693273501,9.99999999992292
428.16815185546875,3.098028683602826,0.6342066764727713,0.0004087682814822658,10.000000000000005,3.0987203758985196,0.6338402649808093,0.000744038165810353,10.003822003112397,3.0981597930479876,0.6335655718128979,0.0007502505230841583,9.9999999999216
432.1326599121094,3.096878929247392,0.6397974081287067,0.00041729524663401625,10.000000000000005,3.097552447749634,0.6395511394369385,0.0007571800693338305,10.003857399836493,3.096987468852143,0.6392714883322573,0.0007628227324506477,9.999999999920263
436.09716796875,3.095718772749213,0.6453875569940637,0.0004258231432168665,10.000000000000005,3.096374442118271,0.6452577226970972,0.0007624257648157721,10.003892795796524,3.0958050888069186,0.6449730800559856,0.000760288892331176,9.999999999918918
440.06170654296875,3.0945482082425775,0.6509771103510795,0.0004343519533009655,10.000000000000005,3.095186378475885,0.6509599768504566,0.0007628582149096273,10.003928190916467,3.094612670923414,0.6506702939242175,0.0007651682002614006,9.999999999917549
444.0262145996094,3.0933672572413564,0.6565659263799067,0.00044288146190693366,10.000000000000005,3.093988275438365,0.656657854531905,0.0007736563040943344,10.00396358501259,3.0934102349139945,0.6563630914665946,0.0007814128033042235,9.99999999991621
447.99072265625,3.0921759145757033,0.6621539923200929,0.00045141165092094516,10.000000000000004,3.092780153942533,0.6623513290365509,0.000783857237244308,10.003998978129452,3.092197803008703,0.6620514569627375,0.0007844211169731181,9.999999999914824
451.95526123046875,3.090974175064036,0.6677412953682732,0.0004599425021672802,10.000000000000004,3.091562034964828,0.6680403727058545,0.000783870038931297,10.004034370053082,3.090975394789926,0.66773534888529,0.0007826657891271504,9.999999999913435
455.9197692871094,3.089762061624834,0.6733276936797993,0.0004684738003866188,10.000000000000004,3.090333937482103,0.6737249380293991,0.0007898142267974888,10.004069761082865,3.0897430289984245,0.6734147161380168,0.0007967160442265768,9.999999999912061
459.8843078613281,3.0885395603231083,0.6789132174179596,0.0004770055929215059,10.000000000000004,3.089095881837852,0.6794049888954026,0.0008029836343958923,10.004105150906254,3.088500727900265,0.6790895390042267,0.0008072702382877346,9.99999999991068
463.84881591796875,3.0873066950142065,0.6844977247395614,0.0004855376643527104,10.000000000000004,3.087847890128022,0.685080503936103,0.0008063350260117839,10.004140539617596,3.087248513153682,0.6847597912942831,0.0008038446814122061,9.999999999909283
