wavelength_um,target_amp,holographic_amp,periodic_amp,phase_rad
1.063452452452452457e+00,1.485096728831983087e-04,1.852748029783505342e-04,2.082666793497144411e-02,-5.252812818570328446e+00
1.063454454454454412e+00,1.555927280714988119e-04,1.873180108866927631e-04,2.096949400543999392e-02,-5.331207398144120368e+00
1.063456456456456367e+00,1.628008063504194324e-04,1.895801161753699808e-04,2.110661269869883866e-02,-5.410486040086159854e+00
1.063458458458458322e+00,1.701418876224002324e-04,1.920966616497118246e-04,2.123794145244521647e-02,-5.490531778606277946e+00
1.063460460460460499e+00,1.776248015074894532e-04,1.949032233971662042e-04,2.136339867344948240e-02,-5.571211388141411369e+00
1.063462462462462454e+00,1.852592478205573520e-04,1.980350380073179388e-04,2.148290375871873825e-02,-5.652376951296469443e+00
1.063464464464464410e+00,1.930558163508737282e-04,2.015266318039468554e-04,2.159637712230807680e-02,-5.733868202242192069e+00
1.063466466466466365e+00,2.010260051209956239e-04,2.054114693320320756e-04,2.170374021567228126e-02,-5.815515572377706555e+00
1.063468468468468320e+00,2.091822377501915541e-04,2.097216392581846697e-04,2.180491555173185575e-02,-5.897143814682385354e+00
1.063470470470470497e+00,2.175378795655077361e-04,2.144875941818937860e-04,2.189982672693630006e-02,-5.978576015378274100e+00
1.063472472472472452e+00,2.261072526156908933e-04,2.197379581891313247e-04,2.198839844459487061e-02,-6.059637767798154329e+00
1.063474474474474407e+00,2.349056494135818988e-04,2.254994115033632487e-04,2.207055653629538469e-02,-6.140161260422625666e+00
1.063476476476476362e+00,2.439493455321045342e-04,2.317966566416252577e-04,2.214622798442798454e-02,-6.219989045971629160e+00
1.063478478478478317e+00,2.532556110629279327e-04,2.386524648621612748e-04,2.221534094386611036e-02,-6.298977287603559461e+00
1.063480480480480495e+00,2.628427207987732634e-04,2.460877967500319213e-04,2.227782476376806084e-02,-6.376998333805786068e+00
1.063482482482482450e+00,2.727299631636741261e-04,2.541219864287210970e-04,2.233361000801185534e-02,-6.453942534496489358e+00
1.063484484484484405e+00,2.829376482857178920e-04,2.627729766074587319e-04,2.238262847788893839e-02,-6.529719282455066498e+00
1.063486486486486360e+00,2.934871143464381246e-04,2.720575890063721327e-04,2.242481323111111813e-02,-6.604257310000008374e+00
1.063488488488488537e+00,3.044007334120019462e-04,2.819918163765277306e-04,2.246009860403143724e-02,-6.677504334272877706e+00
1.063490490490490492e+00,3.157019155293642803e-04,2.925911212975948841e-04,2.248842023073296253e-02,-6.749426155367999947e+00
1.063492492492492447e+00,3.274151121580573184e-04,3.038707307444907723e-04,2.250971506380404150e-02,-6.820005343381422058e+00
1.063494494494494402e+00,3.395658180871007265e-04,3.158459159718283700e-04,2.252392139359146728e-02,-6.889239637119092485e+00
1.063496496496496357e+00,3.521805726713017701e-04,3.285322512851582407e-04,2.253097886813652459e-02,-6.957140178740356617e+00
1.063498498498498535e+00,3.652869598630065543e-04,3.419458462996295169e-04,2.253082851216114263e-02,-7.023729682820081699e+00
1.063500500500500490e+00,3.789136070414206932e-04,3.561035489688781975e-04,2.252341274589978251e-02,-7.089040622915989687e+00
1.063502502502502445e+00,3.930901830292678136e-04,3.710231186297076214e-04,2.250867540388648905e-02,-7.153113498532175818e+00
1.063504504504504400e+00,4.078473953170165078e-04,3.867233695194098662e-04,2.248656175308923894e-02,-7.215995225266685686e+00
1.063506506506506355e+00,4.232169860408008981e-04,4.032242855612177255e-04,2.245701851099982105e-02,-7.277737671422648269e+00
1.063508508508508532e+00,4.392317272800313338e-04,4.205471090249361167e-04,2.241999386335107730e-02,-7.338396356271140064e+00
1.063510510510510487e+00,4.559254155406599154e-04,4.387144053265845125e-04,2.237543748140827585e-02,-7.398029311183260681e+00
1.063512512512512442e+00,4.733328654120820848e-04,4.577501066095160690e-04,2.232330053889583152e-02,-7.456696098329508970e+00
1.063514514514514397e+00,4.914899023866833990e-04,4.776795366681959448e-04,2.226353572900217556e-02,-7.514456976706820335e+00
1.063516516516516353e+00,5.104333551237448877e-04,4.985294201904504107e-04,2.219609728064242740e-02,-7.571372203599997519e+00
1.063518518518518530e+00,5.302010470685939239e-04,5.203278786216165505e-04,2.212094097429842532e-02,-7.627501456677345359e+00
1.063520520520520485e+00,5.508317873354380556e-04,5.431044148643175782e-04,2.203802415795021868e-02,-7.682903362063459696e+00
1.063522522522522440e+00,5.723653611682047448e-04,5.668898891954424289e-04,2.194730576234136393e-02,-7.737635115178466805e+00
1.063524524524524395e+00,5.948425198294906993e-04,5.917164881888777213e-04,2.184874631587379115e-02,-7.791752181149828260e+00
1.063526526526526572e+00,6.183049700520244600e-04,6.176176882859412548e-04,2.174230795958195447e-02,-7.845308062920548942e+00
1.063528528528528527e+00,6.427953631021281590e-04,6.446282157809145753e-04,2.162795446110131817e-02,-7.898354127330780905e+00
1.063530530530530482e+00,6.683572835371193047e-04,6.727840043815960531e-04,2.150565122850913585e-02,-7.950939479600406479e+00
1.063532532532532437e+00,6.950352374864407663e-04,7.021221513714326519e-04,2.137536532434251152e-02,-8.003110878355252922e+00
1.063534534534534393e+00,7.228746409127406085e-04,7.326808738144634800e-04,2.123706547831936964e-02,-8.054912685186806698e+00
1.063536536536536570e+00,7.519218076289902819e-04,7.644994653465403541e-04,2.109072209972903678e-02,-8.106386842534860193e+00
1.063538538538538525e+00,7.822239366997048565e-04,7.976182538656285438e-04,2.093630729165780330e-02,-8.157572874433917320e+00
1.063540540540540480e+00,8.138291005705340685e-04,8.320785620271789040e-04,2.077379486087638921e-02,-8.208507908184154545e+00
1.063542542542542435e+00,8.467862325659182175e-04,8.679226696435745616e-04,2.060316032990241672e-02,-8.259226711130532195e+00
1.063544544544544390e+00,8.811451141421297291e-04,9.051937786263225885e-04,2.042438094993764136e-02,-8.309761740284880460e+00
1.063546546546546567e+00,9.169563627791066894e-04,9.439359817556109648e-04,2.023743571013863346e-02,-8.360143203599458062e+00
1.063548548548548522e+00,9.542714198059759232e-04,9.841942345849652527e-04,2.004230534722567861e-02,-8.410399129428238751e+00
1.063550550550550478e+00,9.931425376982422944e-04,1.026014330149448367e-03,1.983897235785739982e-02,-8.460555441864512360e+00
1.063552552552552433e+00,1.033622768077269638e-03,1.069442877831517638e-03,1.962742100743215812e-02,-8.510636042069831930e+00
1.063554554554554610e+00,1.075765950064497571e-03,1.114527285867075159e-03,1.940763733774113556e-02,-8.560662893458312439e+00
1.063556556556556565e+00,1.119626697901805659e-03,1.161315746343534070e-03,1.917960917895358136e-02,-8.610656108356185001e+00
1.063558558558558520e+00,1.165260390118204878e-03,1.209857225021032569e-03,1.894332615395308977e-02,-8.660634037856606682e+00
1.063560560560560475e+00,1.212723157564140957e-03,1.260201452801334911e-03,1.869877968987412181e-02,-8.710613360648865822e+00
1.063562562562562430e+00,1.262071872551432392e-03,1.312398921242964285e-03,1.844596302435845547e-02,-8.760609172830641000e+00
1.063564564564564607e+00,1.313364138277174457e-03,1.366500880858325393e-03,1.818487121172011889e-02,-8.810635076878586602e+00
1.063566566566566562e+00,1.366658277731088540e-03,1.422559341238785165e-03,1.791550113252895343e-02,-8.860703268558737022e+00
1.063568568568568518e+00,1.422013324390664687e-03,1.480627075113989883e-03,1.763785149536770472e-02,-8.910824623486305995e+00
1.063570570570570473e+00,1.479489011550588025e-03,1.540757622828089904e-03,1.735192284653028563e-02,-8.961008779921547429e+00
1.063572572572572428e+00,1.539145762766419264e-03,1.603005299526627904e-03,1.705771757533262878e-02,-9.011264219862502145e+00
1.063574574574574605e+00,1.601044683440399794e-03,1.667425204894651099e-03,1.675523991467758531e-02,-9.061598348100115885e+00
1.063576576576576560e+00,1.665247550198723078e-03,1.734073231629644322e-03,1.644449595371855199e-02,-9.112017566196076501e+00
1.063578578578578515e+00,1.731816804020858309e-03,1.803006078634149982e-03,1.612549363305487010e-02,-9.162527346245653348e+00
1.063580580580580470e+00,1.800815540602301304e-03,1.874281261905270685e-03,1.579824275438796582e-02,-9.213132298948190524e+00
1.063582582582582425e+00,1.872307502866168982e-03,1.947957127978517267e-03,1.546275498065361950e-02,-9.263836239927842442e+00
1.063584584584584602e+00,1.946357072341517881e-03,2.024092866334824097e-03,1.511904384210703035e-02,-9.314642251769701176e+00
1.063586586586586558e+00,2.023029262382104298e-03,2.102748523573101744e-03,1.476712473448416919e-02,-9.365552743920845913e+00
1.063588588588588513e+00,2.102389709954245647e-03,2.183985015803080899e-03,1.440701492429187838e-02,-9.416569508212159434e+00
1.063590590590590468e+00,2.184504668863665282e-03,2.267864142056194143e-03,1.403873354758932920e-02,-9.467693772090335358e+00
1.063592592592592645e+00,2.269441001850385810e-03,2.354448595821514827e-03,1.366230161417073333e-02,-9.518926247903282345e+00
1.063594594594594600e+00,2.357266174158165976e-03,2.443801977279803309e-03,1.327774200494238714e-02,-9.570267180062327128e+00
1.063596596596596555e+00,2.448048246152541470e-03,2.535988803587018846e-03,1.288507947329443383e-02,-9.621716388647442386e+00
1.063598598598598510e+00,2.541855865825629925e-03,2.631074517931021161e-03,1.248434064633159243e-02,-9.673273310186585761e+00
1.063600600600600465e+00,2.638758262460988002e-03,2.729125498499142353e-03,1.207555402055908618e-02,-9.724937036398261014e+00
1.063602602602602643e+00,2.738825238248504979e-03,2.830209064065672235e-03,1.165874996516330468e-02,-9.776706349317956679e+00
1.063604604604604598e+00,2.842127162418753208e-03,2.934393480661729153e-03,1.123396071360819280e-02,-9.828579755394038386e+00
1.063606606606606553e+00,2.948734961409425325e-03,3.041747962722415270e-03,1.080122037030805705e-02,-9.880555515321390203e+00
1.063608608608608508e+00,3.058720112883947431e-03,3.152342676540706521e-03,1.036056489959078994e-02,-9.932631673797214233e+00
1.063610610610610463e+00,3.172154635483462239e-03,3.266248737770517229e-03,9.912032130162905935e-03,-9.984806085258927766e+00
1.063612612612612640e+00,3.289111082203057240e-03,3.383538210908717744e-03,9.455661742770331973e-03,-1.003707643959296547e+01
1.063614614614614595e+00,3.409662528515332997e-03,3.504284101738650795e-03,8.991495276246824417e-03,-1.008944028379908708e+01
1.063616616616616550e+00,3.533882564572428213e-03,3.628560352174073182e-03,8.519576114661708138e-03,-1.014189504405218756e+01
1.063618618618618505e+00,3.661845283604421575e-03,3.756441829515647264e-03,8.039949486326318853e-03,-1.019443804471255355e+01
1.063620620620620461e+00,3.793625270215034064e-03,3.888004313865046392e-03,7.552662459697605420e-03,-1.024706652613118862e+01
1.063622622622622638e+00,3.929297588986672800e-03,4.023324484074105450e-03,7.057763934693581098e-03,-1.029977766147683838e+01
1.063624624624624593e+00,4.068937771400066121e-03,4.162479900357419875e-03,6.555304636311936814e-03,-1.035256857190997692e+01
1.063626626626626548e+00,4.212621800894825880e-03,4.305548983298122800e-03,6.045337111047195330e-03,-1.040543634017789998e+01
1.063628628628628503e+00,4.360426098574506776e-03,4.452610991829582081e-03,5.527915716634710340e-03,-1.045837802369650227e+01
1.063630630630630680e+00,4.512427506090959349e-03,4.603745996881299096e-03,5.003096617016037501e-03,-1.051139066595781379e+01
1.063632632632632635e+00,4.668703268622466027e-03,4.759034853434177155e-03,4.470937772365819220e-03,-1.056447130737990037e+01
1.063634634634634590e+00,4.829331016139908062e-03,4.918559169455698037e-03,3.931498929933672885e-03,-1.061761699507851375e+01
1.063636636636636545e+00,4.994388741218982672e-03,5.082401269932027531e-03,3.384841621127587710e-03,-1.067082479110381144e+01
1.063638638638638501e+00,5.163954780804824556e-03,5.250644163443519627e-03,2.831029140029511955e-03,-1.072409178162750010e+01
1.063640640640640678e+00,5.338107789092194286e-03,5.423371498631888998e-03,2.270126545707896754e-03,-1.077741508299319229e+01
1.063642642642642633e+00,5.516926713053905973e-03,5.600667522079774523e-03,1.702200649426477723e-03,-1.083079184850462440e+01
1.063644644644644588e+00,5.700490767976511275e-03,5.782617035037074249e-03,1.127319996180596237e-03,-1.088421927501236652e+01
1.063646646646646543e+00,5.888879405818061089e-03,5.969305341993031387e-03,5.455548627228355143e-04,-1.093769460728669962e+01
1.063648648648648498e+00,6.082172285566123972e-03,6.160818200291854480e-03,4.302275752966772663e-05,-1.099121514301670643e+01
1.063650650650650675e+00,6.280449241762387468e-03,6.357241767016375347e-03,6.383391701051968842e-04,-1.104477823725615515e+01
1.063652652652652630e+00,6.483790246063498262e-03,6.558662538230116551e-03,1.240318980939949080e-03,-1.109838130505766429e+01
1.063654654654654585e+00,6.692275375181970694e-03,6.765167293816185673e-03,1.848885123890680899e-03,-1.115202182594794422e+01
1.063656656656656541e+00,6.905984768298487758e-03,6.976843031361275489e-03,2.463958863725254547e-03,-1.120569734571911980e+01
1.063658658658658496e+00,7.124998586578677566e-03,7.193776901585252452e-03,3.085459812729715590e-03,-1.125940547901008770e+01
1.063660660660660673e+00,7.349396968519749870e-03,7.416056139269737967e-03,3.713305942469481442e-03,-1.131314391104147532e+01
1.063662662662662628e+00,7.579259986825413568e-03,7.643767995389857441e-03,4.347413606869687808e-03,-1.136691039993562846e+01
1.063664664664664583e+00,7.814667595263238842e-03,7.876999659151109542e-03,4.987697544706868290e-03,-1.142070277691177438e+01
1.063666666666666538e+00,8.055699580543012467e-03,8.115838184866610086e-03,5.634070903468751772e-03,-1.147451894797403149e+01
1.063668668668668715e+00,8.302435508381821386e-03,8.360370413087857971e-03,6.286445254441007206e-03,-1.152835689452391321e+01
1.063670670670670670e+00,8.554954665015011839e-03,8.610682887296267421e-03,6.944730603188943759e-03,-1.158221467330998244e+01
1.063672672672672626e+00,8.813336001307762665e-03,8.866861773323931120e-03,7.608835414140959798e-03,-1.163609041726522264e+01
1.063674674674674581e+00,9.077658069965733462e-03,9.128992772253131938e-03,8.278666624403031513e-03,-1.168998233519255514e+01
1.063676676676676536e+00,9.347998957906847317e-03,9.397161028795236390e-03,8.954129652733223282e-03,-1.174388871084539332e+01
1.063678678678678713e+00,9.624436225508684745e-03,9.671451046961125272e-03,9.635128433059997333e-03,-1.179780790375056476e+01
1.063680680680680668e+00,9.907046832300512446e-03,9.951946592782257017e-03,1.032156542093401637e-02,-1.185173834765194556e+01
1.063682682682682623e+00,1.019590706509797100e-02,1.023873060004329427e-02,1.101334161359720024e-02,-1.190567854986529994e+01
1.063684684684684578e+00,1.049109246539875126e-02,1.053188507593402941e-02,1.171035657488504397e-02,-1.195962709082385800e+01
1.063686686686686533e+00,1.079267774757475089e-02,1.083149099829834594e-02,1.241250844502428397e-02,-1.201358262228595031e+01
1.063688688688688710e+00,1.110073672231886958e-02,1.113762821890251602e-02,1.311969396967462703e-02,-1.206754386688923120e+01
1.063690690690690666e+00,1.141534221010771788e-02,1.145037535761472651e-02,1.383180851207483839e-02,-1.212150961626026913e+01
1.063692692692692621e+00,1.173656595961595876e-02,1.176980970246532462e-02,1.454874608309294701e-02,-1.217547873036952133e+01
1.063694694694694576e+00,1.206447855300765530e-02,1.209600709758279664e-02,1.527039934774738171e-02,-1.222945013498829780e+01
1.063696696696696753e+00,1.239914931913512798e-02,1.242904184005508630e-02,1.599665965589583405e-02,-1.228342282087456105e+01
1.063698698698698708e+00,1.274064624310335993e-02,1.276898657420074031e-02,1.672741706997701513e-02,-1.233739584262059630e+01
1.063700700700700663e+00,1.308903586024642157e-02,1.311591217147703783e-02,1.746256036514023599e-02,-1.239136831538008821e+01
1.063702702702702618e+00,1.344438317044995175e-02,1.346988763174732269e-02,1.820197707836849685e-02,-1.244533941514168873e+01
1.063704704704704573e+00,1.380675152637047057e-02,1.383097995976729014e-02,1.894555350728828816e-02,-1.249930837522765081e+01
1.063706706706706751e+00,1.417620253744373594e-02,1.419925405858190812e-02,1.969317474741006171e-02,-1.255327448555682679e+01
1.063708708708708706e+00,1.455279596320522249e-02,1.457477261351965321e-02,2.044472471159081498e-02,-1.260723709055211295e+01
1.063710710710710661e+00,1.493658960285997386e-02,1.495759597368849329e-02,2.120008614672985042e-02,-1.266119558681321955e+01
1.063712712712712616e+00,1.532763919242687532e-02,1.534778204229480213e-02,2.195914066969839942e-02,-1.271514942213310917e+01
1.063714714714714571e+00,1.572599828911066741e-02,1.574538615553205262e-02,2.272176878179280046e-02,-1.276909809294163622e+01
1.063716716716716748e+00,1.613171816070212497e-02,1.615046096772727521e-02,2.348784989684041952e-02,-1.282304114270430873e+01
1.063718718718718703e+00,1.654484766888003958e-02,1.656305633173479203e-02,2.425726236100758312e-02,-1.287697815971419679e+01
1.063720720720720658e+00,1.696543315806318258e-02,1.698321918615169207e-02,2.502988348605822769e-02,-1.293090877581667009e+01
1.063722722722722613e+00,1.739351833556835800e-02,1.741099343512996639e-02,2.580558956890719596e-02,-1.298483266415917292e+01
1.063724724724724569e+00,1.782914415176703807e-02,1.784641982948211719e-02,2.658425591403370050e-02,-1.303874953714564455e+01
1.063726726726726746e+00,1.827234868573876167e-02,1.828953585454496863e-02,2.736575686778692368e-02,-1.309265914521408369e+01
1.063728728728728701e+00,1.872316702269388733e-02,1.874037561108666747e-02,2.814996583958657289e-02,-1.314656127470662739e+01
1.063730730730730656e+00,1.918163113035498482e-02,1.919896969637332335e-02,2.893675532311728443e-02,-1.320045574575408587e+01
1.063732732732732611e+00,1.964776974335690971e-02,1.966534509451045229e-02,2.972599693261290463e-02,-1.325434241120782808e+01
1.063734734734734788e+00,2.012160823763762749e-02,2.013952505793397546e-02,3.051756142257317297e-02,-1.330822115444700948e+01
1.063736736736736743e+00,2.060316850804591940e-02,2.062152899328068695e-02,3.131131871380535975e-02,-1.336209188764014755e+01
1.063738738738738698e+00,2.109246885185182135e-02,2.111137235430400605e-02,3.210713792933557464e-02,-1.341595455069580645e+01
1.063740740740740653e+00,2.158952384249235301e-02,2.160906652612390802e-02,3.290488741396005445e-02,-1.346980910912133922e+01
1.063742742742742609e+00,2.209434420704022017e-02,2.211461871420763656e-02,3.370443475984699622e-02,-1.352365555232313810e+01
1.063744744744744786e+00,2.260693671244997163e-02,2.262803184318960478e-02,3.450564684522770820e-02,-1.357749389281192620e+01
1.063746746746746741e+00,2.312730403563732773e-02,2.314930444049087890e-02,3.530838984651372275e-02,-1.363132416364714672e+01
1.063748748748748696e+00,2.365544465684912834e-02,2.367843054412013121e-02,3.611252928545668345e-02,-1.368514641826624256e+01
1.063750750750750651e+00,2.419135273041838133e-02,2.421539958878730220e-02,3.691793003959570330e-02,-1.373896072788050660e+01
1.063752752752752606e+00,2.473501797569082825e-02,2.476019631295192647e-02,3.772445638177216592e-02,-1.379276718085186815e+01
1.063754754754754783e+00,2.528642556332577618e-02,2.531280066212621138e-02,3.853197201005929828e-02,-1.384656588145816691e+01
1.063756756756756738e+00,2.584555599299287465e-02,2.587318768412414163e-02,3.934034006253015608e-02,-1.390035694768315189e+01
1.063758758758758693e+00,2.641238499711301424e-02,2.644132745124026795e-02,4.014942316752573986e-02,-1.395414051140563316e+01
1.063760760760760649e+00,2.698688342013087771e-02,2.701718495835977313e-02,4.095908345481073104e-02,-1.400791671601847632e+01
1.063762762762762604e+00,2.756901711963842885e-02,2.760072004360360209e-02,4.176918259512787251e-02,-1.406168571597251393e+01
1.063764764764764781e+00,2.815874685962702420e-02,2.819188730155695530e-02,4.257958182459509883e-02,-1.411544767535336575e+01
1.063766766766766736e+00,2.875602821254982788e-02,2.879063600568953010e-02,4.339014197762826319e-02,-1.416920276704558290e+01
1.063768768768768691e+00,2.936081146304121703e-02,2.939691003286959772e-02,4.420072351763754126e-02,-1.422295117180438240e+01
1.063770770770770646e+00,2.997304150901725431e-02,3.001064778549855649e-02,4.501118655998265911e-02,-1.427669307683487432e+01
1.063772772772772823e+00,3.059265777997136060e-02,3.063178213114962911e-02,4.582139091322951635e-02,-1.433042867562664746e+01
1.063774774774774778e+00,3.121959414230006391e-02,3.126024032931892793e-02,4.663119609810495447e-02,-1.438415816634406674e+01
1.063776776776776734e+00,3.185377882327088128e-02,3.189594397701141920e-02,4.744046138598372736e-02,-1.443788175154675990e+01
1.063778778778778689e+00,3.249513433071849616e-02,3.253880895006572987e-02,4.824904582618968346e-02,-1.449159963720381050e+01
1.063780780780780644e+00,3.314357737710492413e-02,3.318874534879769078e-02,4.905680827351761863e-02,-1.454531203175649701e+01
1.063782782782782821e+00,3.379901881694673260e-02,3.384565745698770584e-02,4.986360742676254620e-02,-1.459901914594702710e+01
1.063784784784784776e+00,3.446136357306114895e-02,3.450944368947177904e-02,5.066930184736319343e-02,-1.465272119135846296e+01
1.063786786786786731e+00,3.513051058887462635e-02,3.517999656563779165e-02,5.147375000410966961e-02,-1.470641838072315366e+01
1.063788788788788686e+00,3.580635276562738056e-02,3.585720266750042073e-02,5.227681029293610587e-02,-1.476011092660449364e+01
1.063790790790790641e+00,3.648877691961657788e-02,3.654094261751299200e-02,5.307834107461810447e-02,-1.481379904130519520e+01
1.063792792792792818e+00,3.717766373353405956e-02,3.723109105003109820e-02,5.387820069877862633e-02,-1.486748293589212366e+01
1.063794794794794774e+00,3.787288772342375237e-02,3.792751659798557218e-02,5.467624753970248136e-02,-1.492116282004200301e+01
1.063796796796796729e+00,3.857431721098468491e-02,3.863008188434270684e-02,5.547234003115809886e-02,-1.497483890185524125e+01
1.063798798798798684e+00,3.928181428630397182e-02,3.933864350345562394e-02,5.626633668362285290e-02,-1.502851138651329066e+01
1.063800800800800639e+00,3.999523480625866850e-02,4.005305203742599851e-02,5.705809613484167514e-02,-1.508218047721334898e+01
1.063802802802802816e+00,4.071442836262399723e-02,4.077315204149109529e-02,5.784747715917289840e-02,-1.513584637334867189e+01
1.063804804804804771e+00,4.143923829364798417e-02,4.149878207215950549e-02,5.863433871822767984e-02,-1.518950927151219155e+01
1.063806806806806726e+00,4.216950166845156306e-02,4.222977468737472428e-02,5.941853997417669009e-02,-1.524316936399393363e+01
1.063808808808808681e+00,4.290504931227763497e-02,4.296595648670495371e-02,6.019994034019426205e-02,-1.529682683983713964e+01
1.063810810810810858e+00,4.364570580149273321e-02,4.370714812039344643e-02,6.097839949089814415e-02,-1.535048188318706153e+01
1.063812812812812814e+00,4.439128949827716303e-02,4.445316433718086990e-02,6.175377740789971676e-02,-1.540413467406930792e+01
1.063814814814814769e+00,4.514161257492344675e-02,4.520381402080792671e-02,6.252593440662565505e-02,-1.545778538791355849e+01
1.063816816816816724e+00,4.589648104342060331e-02,4.595890023075948488e-02,6.329473116145173384e-02,-1.551143419497852705e+01
1.063818818818818679e+00,4.665569480698930627e-02,4.671822026395209410e-02,6.406002874597800656e-02,-1.556508126085502752e+01
1.063820820820820856e+00,4.741904770310105544e-02,4.748156570686796335e-02,6.482168865706018634e-02,-1.561872674586543752e+01
1.063822822822822811e+00,4.818632756108916226e-02,4.824872250115543049e-02,6.557957284633918194e-02,-1.567237080500612123e+01
1.063824824824824766e+00,4.895731626913828877e-02,4.901947101750457614e-02,6.633354375365120570e-02,-1.572601358804983818e+01
1.063826826826826721e+00,4.973178984277672188e-02,4.979358612990285315e-02,6.708346433459853875e-02,-1.577965523925912450e+01
1.063828828828828676e+00,5.050951850464124177e-02,5.057083730001005889e-02,6.782919809192396177e-02,-1.583329589739096477e+01
1.063830830830830854e+00,5.129026676955680819e-02,5.135098866565042386e-02,6.857060910479162441e-02,-1.588693569557483798e+01
1.063832832832832809e+00,5.207379354188368392e-02,5.213379914043027308e-02,6.930756206266140695e-02,-1.594057476154601716e+01
1.063834834834834764e+00,5.285985221143794238e-02,5.291902251072531926e-02,7.003992229070492292e-02,-1.599421321729034418e+01
1.063836836836836719e+00,5.364819076152713834e-02,5.370640754357312169e-02,7.076755577978494083e-02,-1.604785117903596969e+01
1.063838838838838674e+00,5.443855189109388787e-02,5.449569810752687149e-02,7.149032922258795331e-02,-1.610148875772497945e+01
1.063840840840840851e+00,5.523067312642101351e-02,5.528663328182453762e-02,7.220811003331277511e-02,-1.615512605829350434e+01
1.063842842842842806e+00,5.602428696065176600e-02,5.607894749222018527e-02,7.292076638628849916e-02,-1.620876318037219832e+01
1.063844844844844761e+00,5.681912098744858197e-02,5.687237063978933110e-02,7.362816724251079747e-02,-1.626240021811851832e+01
1.063846846846846717e+00,5.761489803872312659e-02,5.766662823260953336e-02,7.433018237360926317e-02,-1.631603725986449049e+01
1.063848848848848894e+00,5.841133634707940808e-02,5.846144154102235480e-02,7.502668240147680745e-02,-1.636967438897893956e+01
1.063850850850850849e+00,5.920814968816542206e-02,5.925652773171806442e-02,7.571753881402429331e-02,-1.642331168292855637e+01
1.063852852852852804e+00,6.000504755946228785e-02,6.005160003706728339e-02,7.640262400690263356e-02,-1.647694921435305204e+01
1.063854854854854759e+00,6.080173533774418937e-02,6.084636790215799257e-02,7.708181130080252186e-02,-1.653058705027620690e+01
1.063856856856856714e+00,6.159791446882015298e-02,6.164053716294846247e-02,7.775497498089897763e-02,-1.658422525306580653e+01
1.063858858858858891e+00,6.239328263654927986e-02,6.243381020279819421e-02,7.842199031311267166e-02,-1.663786387959049407e+01
1.063860860860860846e+00,6.318753396270866685e-02,6.322588613879101538e-02,7.908273358125987584e-02,-1.669150298205045146e+01
1.063862862862862801e+00,6.398035919893672874e-02,6.401646099923488653e-02,7.973708211225080666e-02,-1.674514260788819797e+01
1.063864864864864757e+00,6.477144592231200149e-02,6.480522790388379417e-02,8.038491429947189348e-02,-1.679878279956044906e+01
1.063866866866866712e+00,6.556047874628645467e-02,6.559187725868967367e-02,8.102610963418051260e-02,-1.685242359498589693e+01
1.063868868868868889e+00,6.634713953396989550e-02,6.637609695205269611e-02,8.166054873407785353e-02,-1.690606502779772313e+01
1.063870870870870844e+00,6.713110760859963833e-02,6.715757254756246630e-02,8.228811336531573206e-02,-1.695970712706505168e+01
1.063872872872872799e+00,6.791205998060845239e-02,6.793598749256520020e-02,8.290868647375124190e-02,-1.701334991781597239e+01
1.063874874874874754e+00,6.868967156564877163e-02,6.871102331714420974e-02,8.352215220504249915e-02,-1.706699342063160074e+01
1.063876876876876931e+00,6.946361542739568073e-02,6.948235985715146834e-02,8.412839594064291937e-02,-1.712063765264277748e+01
1.063878878878878886e+00,7.023356299358904375e-02,7.024967545007433645e-02,8.472730430917842226e-02,-1.717428262639704073e+01
1.063880880880880841e+00,7.099918431344273695e-02,7.101264717169450402e-02,8.531876522697894039e-02,-1.722792835132198519e+01
1.063882882882882797e+00,7.176014828980431526e-02,7.177095104712841178e-02,8.590266791575167094e-02,-1.728157483319444054e+01
1.063884884884884752e+00,7.251612292062038778e-02,7.252426227087468980e-02,8.647890292465564011e-02,-1.733522207401143689e+01
1.063886886886886929e+00,7.326677555476357462e-02,7.327225544081994446e-02,8.704736216080666278e-02,-1.738887007265795503e+01
1.063888888888888884e+00,7.401177314203172264e-02,7.401460478628692219e-02,8.760793891277277035e-02,-1.744251882497718142e+01
1.063890890890890839e+00,7.475078248300522088e-02,7.475098439576378928e-02,8.816052787181667683e-02,-1.749616832364431218e+01
1.063892892892892794e+00,7.548347048492103084e-02,7.548106845054385061e-02,8.870502515573915059e-02,-1.754981855830544291e+01
1.063894894894894749e+00,7.620950442648584400e-02,7.620453146729828930e-02,8.924132833759536310e-02,-1.760346951623956357e+01
1.063896896896896926e+00,7.692855220383788828e-02,7.692104852182761465e-02,8.976933645884874191e-02,-1.765712118150840126e+01
1.063898898898898882e+00,7.764028260904679013e-02,7.763029550545580415e-02,9.028895006533775580e-02,-1.771077353641878815e+01
1.063900900900900837e+00,7.834436557136000012e-02,7.833194934439242918e-02,9.080007121468622322e-02,-1.776442656012878629e+01
1.063902902902902792e+00,7.904047243729428462e-02,7.902568825811841224e-02,9.130260351137600705e-02,-1.781808023011114628e+01
1.063904904904904747e+00,7.972827622725776886e-02,7.971119199462126104e-02,9.179645212390562248e-02,-1.787173452182955913e+01
1.063906906906906924e+00,8.040745189239137392e-02,8.038814206630900960e-02,9.228152380188420212e-02,-1.792538940839656902e+01
