domain_index,structure_z_um,structure_width_um
534,8.723897160837430420e+03,3.964506776113921660e+00
535,8.727861667613544341e+03,3.964506776112102671e+00
536,8.731826174389656444e+03,3.964506776113921660e+00
537,8.735790681165770366e+03,1.982253388056051335e+00
538,8.737772934553826417e+03,7.929013552226024331e+00
539,8.745701948106052441e+03,1.982253388056051335e+00
540,8.747684201494108493e+03,3.964506776113921660e+00
541,8.751648708270222414e+03,1.982253388056051335e+00
542,8.753630961658278466e+03,7.929013552226024331e+00
543,8.761559975210504490e+03,1.982253388056051335e+00
544,8.763542228598560541e+03,3.964506776113921660e+00
545,8.767506735374674463e+03,1.982253388056051335e+00
546,8.769488988762730514e+03,7.929013552226024331e+00
547,8.777418002314956539e+03,1.982253388056051335e+00
548,8.779400255703012590e+03,3.964506776113921660e+00
549,8.783364762479126512e+03,3.964506776112102671e+00
550,8.787329269255238614e+03,3.964506776113921660e+00
551,8.791293776031352536e+03,1.982253388056051335e+00
552,8.793276029419408587e+03,7.929013552226024331e+00
553,8.801205042971634612e+03,1.982253388056051335e+00
554,8.803187296359690663e+03,3.964506776113921660e+00
555,8.807151803135804585e+03,1.982253388056051335e+00
556,8.809134056523860636e+03,7.929013552226024331e+00
557,8.817063070076086660e+03,1.982253388056051335e+00
558,8.819045323464142712e+03,3.964506776113921660e+00
559,8.823009830240256633e+03,3.964506776112102671e+00
560,8.826974337016368736e+03,3.964506776113921660e+00
561,8.830938843792482658e+03,1.982253388056051335e+00
562,8.832921097180538709e+03,7.929013552226024331e+00
563,8.840850110732764733e+03,1.982253388056051335e+00
564,8.842832364120820785e+03,3.964506776113921660e+00
565,8.846796870896934706e+03,1.982253388056051335e+00
566,8.848779124284990758e+03,7.929013552226024331e+00
567,8.856708137837216782e+03,1.982253388056051335e+00
568,8.858690391225272833e+03,3.964506776113921660e+00
569,8.862654898001386755e+03,1.982253388056051335e+00
570,8.864637151389442806e+03,7.929013552226024331e+00
571,8.872566164941668831e+03,1.982253388056051335e+00
572,8.874548418329724882e+03,3.964506776113921660e+00
573,8.878512925105838804e+03,3.964506776112102671e+00
574,8.882477431881950906e+03,3.964506776113921660e+00
575,8.886441938658064828e+03,1.982253388056051335e+00
576,8.888424192046120879e+03,7.929013552226024331e+00
577,8.896353205598346904e+03,1.982253388056051335e+00
578,8.898335458986402955e+03,3.964506776113921660e+00
579,8.902299965762516877e+03,1.982253388056051335e+00
580,8.904282219150572928e+03,7.929013552226024331e+00
581,8.912211232702798952e+03,1.982253388056051335e+00
582,8.914193486090855004e+03,3.964506776113921660e+00
583,8.918157992866968925e+03,3.964506776112102671e+00
584,8.922122499643081028e+03,3.964506776113921660e+00
585,8.926087006419194950e+03,1.982253388056051335e+00
586,8.928069259807251001e+03,7.929013552226024331e+00
587,8.935998273359477025e+03,1.982253388056051335e+00
588,8.937980526747533077e+03,3.964506776113921660e+00
589,8.941945033523646998e+03,3.964506776112102671e+00
590,8.945909540299759101e+03,3.964506776113921660e+00
591,8.949874047075873023e+03,1.982253388056051335e+00
592,8.951856300463929074e+03,7.929013552226024331e+00
593,8.959785314016155098e+03,1.982253388056051335e+00
594,8.961767567404211150e+03,3.964506776113921660e+00
595,8.965732074180325071e+03,1.982253388056051335e+00
596,8.967714327568381123e+03,7.929013552226024331e+00
597,8.975643341120607147e+03,1.982253388056051335e+00
598,8.977625594508663198e+03,3.964506776113921660e+00
599,8.981590101284777120e+03,3.964506776112102671e+00
600,8.985554608060889223e+03,3.964506776113921660e+00
601,8.989519114837003144e+03,1.982253388056051335e+00
602,8.991501368225059196e+03,7.929013552226024331e+00
603,8.999430381777285220e+03,1.982253388056051335e+00
604,9.001412635165341271e+03,3.964506776113921660e+00
605,9.005377141941455193e+03,1.982253388056051335e+00
606,9.007359395329511244e+03,7.929013552226024331e+00
607,9.015288408881737269e+03,1.982253388056051335e+00
608,9.017270662269793320e+03,3.964506776113921660e+00
609,9.021235169045907242e+03,3.964506776112102671e+00
610,9.025199675822019344e+03,3.964506776113921660e+00
611,9.029164182598133266e+03,1.982253388056051335e+00
612,9.031146435986189317e+03,7.929013552226024331e+00
613,9.039075449538415342e+03,1.982253388056051335e+00
614,9.041057702926471393e+03,3.964506776113921660e+00
615,9.045022209702585315e+03,3.964506776112102671e+00
616,9.048986716478697417e+03,3.964506776113921660e+00
617,9.052951223254811339e+03,1.982253388056051335e+00
618,9.054933476642867390e+03,7.929013552226024331e+00
619,9.062862490195093415e+03,1.982253388056051335e+00
620,9.064844743583149466e+03,3.964506776113921660e+00
621,9.068809250359263388e+03,3.964506776112102671e+00
622,9.072773757135375490e+03,3.964506776113921660e+00
623,9.076738263911489412e+03,1.982253388056051335e+00
624,9.078720517299545463e+03,7.929013552226024331e+00
625,9.086649530851771488e+03,1.982253388056051335e+00
626,9.088631784239827539e+03,3.964506776113921660e+00
627,9.092596291015941461e+03,1.982253388056051335e+00
628,9.094578544403997512e+03,7.929013552226024331e+00
629,9.102507557956223536e+03,1.982253388056051335e+00
630,9.104489811344279588e+03,3.964506776113921660e+00
631,9.108454318120393509e+03,3.964506776112102671e+00
632,9.112418824896505612e+03,3.964506776113921660e+00
633,9.116383331672619533e+03,1.982253388056051335e+00
634,9.118365585060675585e+03,7.929013552226024331e+00
635,9.126294598612901609e+03,1.982253388056051335e+00
636,9.128276852000957660e+03,3.964506776113921660e+00
637,9.132241358777071582e+03,3.964506776112102671e+00
638,9.136205865553183685e+03,3.964506776113921660e+00
639,9.140170372329297606e+03,1.982253388056051335e+00
640,9.142152625717353658e+03,7.929013552226024331e+00
641,9.150081639269579682e+03,1.982253388056051335e+00
642,9.152063892657635733e+03,3.964506776113921660e+00
643,9.156028399433749655e+03,3.964506776112102671e+00
644,9.159992906209861758e+03,3.964506776113921660e+00
645,9.163957412985975679e+03,1.982253388056051335e+00
646,9.165939666374031731e+03,7.929013552226024331e+00
647,9.173868679926257755e+03,1.982253388056051335e+00
648,9.175850933314313806e+03,3.964506776113921660e+00
649,9.179815440090427728e+03,3.964506776112102671e+00
650,9.183779946866539831e+03,3.964506776113921660e+00
651,9.187744453642653752e+03,1.982253388056051335e+00
652,9.189726707030709804e+03,7.929013552226024331e+00
653,9.197655720582935828e+03,1.982253388056051335e+00
654,9.199637973970991879e+03,3.964506776113921660e+00
655,9.203602480747105801e+03,3.964506776112102671e+00
656,9.207566987523217904e+03,3.964506776113921660e+00
657,9.211531494299331825e+03,1.982253388056051335e+00
658,9.213513747687387877e+03,7.929013552226024331e+00
659,9.221442761239613901e+03,1.982253388056051335e+00
660,9.223425014627669952e+03,3.964506776113921660e+00
661,9.227389521403783874e+03,3.964506776112102671e+00
662,9.231354028179895977e+03,3.964506776113921660e+00
663,9.235318534956009898e+03,1.982253388056051335e+00
664,9.237300788344065950e+03,7.929013552226024331e+00
665,9.245229801896291974e+03,1.982253388056051335e+00
666,9.247212055284348025e+03,3.964506776113921660e+00
667,9.251176562060461947e+03,3.964506776112102671e+00
668,9.255141068836574050e+03,3.964506776113921660e+00
669,9.259105575612687971e+03,1.982253388056051335e+00
670,9.261087829000744023e+03,7.929013552226024331e+00
671,9.269016842552970047e+03,1.982253388056051335e+00
672,9.270999095941026098e+03,3.964506776113921660e+00
673,9.274963602717140020e+03,3.964506776112102671e+00
674,9.278928109493252123e+03,3.964506776113921660e+00
675,9.282892616269366044e+03,1.982253388056051335e+00
676,9.284874869657422096e+03,7.929013552226024331e+00
677,9.292803883209648120e+03,1.982253388056051335e+00
678,9.294786136597704171e+03,3.964506776113921660e+00
679,9.298750643373818093e+03,3.964506776112102671e+00
680,9.302715150149930196e+03,3.964506776113921660e+00
681,9.306679656926044117e+03,1.982253388056051335e+00
682,9.308661910314100169e+03,7.929013552226024331e+00
683,9.316590923866326193e+03,1.982253388056051335e+00
684,9.318573177254382244e+03,3.964506776113921660e+00
685,9.322537684030496166e+03,3.964506776112102671e+00
686,9.326502190806608269e+03,3.964506776113921660e+00
687,9.330466697582722190e+03,3.964506776112102671e+00
688,9.334431204358834293e+03,3.964506776113921660e+00
689,9.338395711134948215e+03,1.982253388056051335e+00
690,9.340377964523004266e+03,7.929013552226024331e+00
691,9.348306978075230290e+03,1.982253388056051335e+00
692,9.350289231463286342e+03,3.964506776113921660e+00
693,9.354253738239400263e+03,3.964506776112102671e+00
694,9.358218245015512366e+03,3.964506776113921660e+00
695,9.362182751791626288e+03,1.982253388056051335e+00
696,9.364165005179682339e+03,7.929013552226024331e+00
697,9.372094018731908363e+03,1.982253388056051335e+00
698,9.374076272119964415e+03,3.964506776113921660e+00
699,9.378040778896078336e+03,3.964506776112102671e+00
700,9.382005285672190439e+03,3.964506776113921660e+00
701,9.385969792448304361e+03,1.982253388056051335e+00
702,9.387952045836360412e+03,7.929013552226024331e+00
703,9.395881059388586436e+03,1.982253388056051335e+00
704,9.397863312776642488e+03,3.964506776113921660e+00
705,9.401827819552756409e+03,3.964506776112102671e+00
706,9.405792326328868512e+03,3.964506776113921660e+00
707,9.409756833104982434e+03,3.964506776112102671e+00
708,9.413721339881094536e+03,3.964506776113921660e+00
709,9.417685846657208458e+03,1.982253388056051335e+00
710,9.419668100045264509e+03,7.929013552226024331e+00
711,9.427597113597490534e+03,1.982253388056051335e+00
712,9.429579366985546585e+03,3.964506776113921660e+00
713,9.433543873761660507e+03,3.964506776112102671e+00
714,9.437508380537772609e+03,3.964506776113921660e+00
715,9.441472887313886531e+03,1.982253388056051335e+00
716,9.443455140701942582e+03,7.929013552226024331e+00
717,9.451384154254168607e+03,1.982253388056051335e+00
718,9.453366407642224658e+03,3.964506776113921660e+00
719,9.457330914418338580e+03,3.964506776112102671e+00
720,9.461295421194450682e+03,3.964506776113921660e+00
721,9.465259927970564604e+03,3.964506776112102671e+00
722,9.469224434746676707e+03,3.964506776113921660e+00
723,9.473188941522790628e+03,1.982253388056051335e+00
724,9.475171194910846680e+03,7.929013552226024331e+00
725,9.483100208463072704e+03,1.982253388056051335e+00
726,9.485082461851128755e+03,3.964506776113921660e+00
727,9.489046968627242677e+03,3.964506776112102671e+00
728,9.493011475403354780e+03,3.964506776113921660e+00
729,9.496975982179468701e+03,1.982253388056051335e+00
730,9.498958235567524753e+03,7.929013552226024331e+00
731,9.506887249119750777e+03,1.982253388056051335e+00
732,9.508869502507806828e+03,3.964506776113921660e+00
733,9.512834009283920750e+03,3.964506776112102671e+00
734,9.516798516060032853e+03,3.964506776113921660e+00
735,9.520763022836146774e+03,3.964506776112102671e+00
736,9.524727529612258877e+03,3.964506776113921660e+00
737,9.528692036388372799e+03,1.982253388056051335e+00
738,9.530674289776428850e+03,7.929013552226024331e+00
739,9.538603303328654874e+03,1.982253388056051335e+00
740,9.540585556716710926e+03,3.964506776113921660e+00
741,9.544550063492824847e+03,3.964506776112102671e+00
742,9.548514570268936950e+03,3.964506776113921660e+00
743,9.552479077045050872e+03,1.982253388056051335e+00
744,9.554461330433106923e+03,7.929013552226024331e+00
745,9.562390343985332947e+03,1.982253388056051335e+00
746,9.564372597373388999e+03,3.964506776113921660e+00
747,9.568337104149502920e+03,3.964506776112102671e+00
748,9.572301610925615023e+03,3.964506776113921660e+00
749,9.576266117701728945e+03,3.964506776112102671e+00
750,9.580230624477841047e+03,3.964506776113921660e+00
751,9.584195131253954969e+03,1.982253388056051335e+00
752,9.586177384642011020e+03,7.929013552226024331e+00
753,9.594106398194237045e+03,1.982253388056051335e+00
754,9.596088651582293096e+03,3.964506776113921660e+00
755,9.600053158358407018e+03,3.964506776112102671e+00
756,9.604017665134519120e+03,3.964506776113921660e+00
757,9.607982171910633042e+03,3.964506776112102671e+00
758,9.611946678686745145e+03,3.964506776113921660e+00
759,9.615911185462859066e+03,1.982253388056051335e+00
760,9.617893438850915118e+03,7.929013552226024331e+00
761,9.625822452403141142e+03,1.982253388056051335e+00
762,9.627804705791197193e+03,3.964506776113921660e+00
763,9.631769212567311115e+03,3.964506776112102671e+00
764,9.635733719343423218e+03,3.964506776113921660e+00
765,9.639698226119537139e+03,3.964506776112102671e+00
766,9.643662732895649242e+03,3.964506776113921660e+00
767,9.647627239671763164e+03,1.982253388056051335e+00
768,9.649609493059819215e+03,7.929013552226024331e+00
769,9.657538506612045239e+03,1.982253388056051335e+00
770,9.659520760000101291e+03,3.964506776113921660e+00
771,9.663485266776215212e+03,3.964506776112102671e+00
772,9.667449773552327315e+03,3.964506776113921660e+00
773,9.671414280328441237e+03,3.964506776112102671e+00
774,9.675378787104553339e+03,3.964506776113921660e+00
775,9.679343293880667261e+03,1.982253388056051335e+00
776,9.681325547268723312e+03,7.929013552226024331e+00
777,9.689254560820949337e+03,1.982253388056051335e+00
778,9.691236814209005388e+03,3.964506776113921660e+00
779,9.695201320985119310e+03,3.964506776112102671e+00
780,9.699165827761231412e+03,3.964506776113921660e+00
781,9.703130334537345334e+03,3.964506776112102671e+00
782,9.707094841313457437e+03,3.964506776113921660e+00
783,9.711059348089571358e+03,3.964506776112102671e+00
784,9.715023854865683461e+03,3.964506776113921660e+00
785,9.718988361641797383e+03,1.982253388056051335e+00
786,9.720970615029853434e+03,7.929013552226024331e+00
787,9.728899628582079458e+03,1.982253388056051335e+00
788,9.730881881970135510e+03,3.964506776113921660e+00
789,9.734846388746249431e+03,3.964506776112102671e+00
790,9.738810895522361534e+03,3.964506776113921660e+00
791,9.742775402298475456e+03,3.964506776112102671e+00
792,9.746739909074587558e+03,3.964506776113921660e+00
793,9.750704415850701480e+03,1.982253388056051335e+00
794,9.752686669238757531e+03,7.929013552226024331e+00
795,9.760615682790983556e+03,1.982253388056051335e+00
796,9.762597936179039607e+03,3.964506776113921660e+00
797,9.766562442955153529e+03,3.964506776112102671e+00
798,9.770526949731265631e+03,3.964506776113921660e+00
799,9.774491456507379553e+03,3.964506776112102671e+00
800,9.778455963283491656e+03,3.964506776113921660e+00
801,9.782420470059605577e+03,1.982253388056051335e+00
802,9.784402723447661629e+03,7.929013552226024331e+00
803,9.792331736999887653e+03,1.982253388056051335e+00
804,9.794313990387943704e+03,3.964506776113921660e+00
805,9.798278497164057626e+03,3.964506776112102671e+00
806,9.802243003940169729e+03,3.964506776113921660e+00
807,9.806207510716283650e+03,3.964506776112102671e+00
808,9.810172017492395753e+03,3.964506776113921660e+00
809,9.814136524268509675e+03,3.964506776112102671e+00
810,9.818101031044621777e+03,3.964506776113921660e+00
811,9.822065537820735699e+03,1.982253388056051335e+00
812,9.824047791208791750e+03,7.929013552226024331e+00
813,9.831976804761017775e+03,1.982253388056051335e+00
814,9.833959058149073826e+03,3.964506776113921660e+00
815,9.837923564925187748e+03,3.964506776112102671e+00
816,9.841888071701299850e+03,3.964506776113921660e+00
817,9.845852578477413772e+03,3.964506776112102671e+00
818,9.849817085253525875e+03,3.964506776113921660e+00
819,9.853781592029639796e+03,3.964506776112102671e+00
820,9.857746098805751899e+03,3.964506776113921660e+00
821,9.861710605581865821e+03,1.982253388056051335e+00
822,9.863692858969921872e+03,7.929013552226024331e+00
823,9.871621872522147896e+03,1.982253388056051335e+00
824,9.873604125910203948e+03,3.964506776113921660e+00
825,9.877568632686317869e+03,3.964506776112102671e+00
826,9.881533139462429972e+03,3.964506776113921660e+00
827,9.885497646238543894e+03,3.964506776112102671e+00
828,9.889462153014655996e+03,3.964506776113921660e+00
829,9.893426659790769918e+03,3.964506776112102671e+00
830,9.897391166566882021e+03,3.964506776113921660e+00
831,9.901355673342995942e+03,1.982253388056051335e+00
832,9.903337926731051994e+03,7.929013552226024331e+00
833,9.911266940283278018e+03,1.982253388056051335e+00
834,9.913249193671334069e+03,3.964506776113921660e+00
835,9.917213700447447991e+03,3.964506776112102671e+00
836,9.921178207223560094e+03,3.964506776113921660e+00
837,9.925142713999674015e+03,3.964506776112102671e+00
838,9.929107220775786118e+03,3.964506776113921660e+00
839,9.933071727551900040e+03,3.964506776112102671e+00
840,9.937036234328012142e+03,3.964506776113921660e+00
841,9.941000741104126064e+03,1.982253388056051335e+00
842,9.942982994492182115e+03,7.929013552226024331e+00
843,9.950912008044408140e+03,1.982253388056051335e+00
844,9.952894261432464191e+03,3.964506776113921660e+00
845,9.956858768208578113e+03,3.964506776112102671e+00
846,9.960823274984690215e+03,3.964506776113921660e+00
847,9.964787781760804137e+03,3.964506776112102671e+00
848,9.968752288536916240e+03,3.964506776113921660e+00
849,9.972716795313030161e+03,3.964506776112102671e+00
850,9.976681302089142264e+03,3.964506776113921660e+00
851,9.980645808865256186e+03,1.982253388056051335e+00
852,9.982628062253312237e+03,7.929013552226024331e+00
853,9.990557075805538261e+03,1.982253388056051335e+00
854,9.992539329193594313e+03,3.964506776113921660e+00
855,9.996503835969708234e+03,3.964506776112102671e+00
856,1.000046834274582034e+04,3.964506776113921660e+00
857,1.000443284952193426e+04,3.964506776112102671e+00
858,1.000839735629804636e+04,3.964506776113921660e+00
859,1.001236186307416028e+04,3.964506776112102671e+00
860,1.001632636985027239e+04,3.964506776113921660e+00
861,1.002029087662638631e+04,1.982253388056051335e+00
862,1.002227313001444236e+04,7.929013552226024331e+00
863,1.003020214356666838e+04,1.982253388056051335e+00
864,1.003218439695472443e+04,3.964506776113921660e+00
865,1.003614890373083836e+04,3.964506776112102671e+00
866,1.004011341050695046e+04,3.964506776113921660e+00
867,1.004407791728306438e+04,3.964506776112102671e+00
868,1.004804242405917648e+04,3.964506776113921660e+00
869,1.005200693083529040e+04,3.964506776112102671e+00
870,1.005597143761140251e+04,3.964506776113921660e+00
871,1.005993594438751643e+04,3.964506776112102671e+00
872,1.006390045116362853e+04,3.964506776113921660e+00
873,1.006786495793974245e+04,1.982253388056051335e+00
874,1.006984721132779850e+04,7.929013552226024331e+00
875,1.007777622488002453e+04,1.982253388056051335e+00
876,1.007975847826808058e+04,3.964506776113921660e+00
877,1.008372298504419450e+04,3.964506776112102671e+00
878,1.008768749182030660e+04,3.964506776113921660e+00
879,1.009165199859642053e+04,3.964506776112102671e+00
880,1.009561650537253263e+04,3.964506776113921660e+00
881,1.009958101214864655e+04,3.964506776112102671e+00
882,1.010354551892475865e+04,3.964506776113921660e+00
883,1.010751002570087257e+04,3.964506776112102671e+00
884,1.011147453247698468e+04,3.964506776113921660e+00
885,1.011543903925309860e+04,1.982253388056051335e+00
886,1.011742129264115465e+04,7.929013552226024331e+00
887,1.012535030619338067e+04,1.982253388056051335e+00
888,1.012733255958143673e+04,3.964506776113921660e+00
889,1.013129706635755065e+04,3.964506776112102671e+00
890,1.013526157313366275e+04,3.964506776113921660e+00
891,1.013922607990977667e+04,3.964506776112102671e+00
892,1.014319058668588877e+04,3.964506776113921660e+00
893,1.014715509346200270e+04,3.964506776112102671e+00
894,1.015111960023811480e+04,3.964506776113921660e+00
895,1.015508410701422872e+04,3.964506776112102671e+00
896,1.015904861379034082e+04,3.964506776113921660e+00
897,1.016301312056645475e+04,1.982253388056051335e+00
898,1.016499537395451080e+04,7.929013552226024331e+00
899,1.017292438750673682e+04,1.982253388056051335e+00
900,1.017490664089479287e+04,3.964506776113921660e+00
901,1.017887114767090679e+04,3.964506776112102671e+00
902,1.018283565444701890e+04,3.964506776113921660e+00
903,1.018680016122313282e+04,3.964506776112102671e+00
904,1.019076466799924492e+04,3.964506776113921660e+00
905,1.019472917477535884e+04,3.964506776112102671e+00
906,1.019869368155147095e+04,3.964506776113921660e+00
907,1.020265818832758487e+04,3.964506776112102671e+00
908,1.020662269510369697e+04,3.964506776113921660e+00
909,1.021058720187981089e+04,3.964506776112102671e+00
910,1.021455170865592299e+04,3.964506776113921660e+00
911,1.021851621543203692e+04,1.982253388056051335e+00
912,1.022049846882009297e+04,7.929013552226024331e+00
913,1.022842748237231899e+04,1.982253388056051335e+00
914,1.023040973576037504e+04,3.964506776113921660e+00
915,1.023437424253648896e+04,3.964506776112102671e+00
916,1.023833874931260107e+04,3.964506776113921660e+00
917,1.024230325608871499e+04,3.964506776112102671e+00
918,1.024626776286482709e+04,3.964506776113921660e+00
919,1.025023226964094101e+04,3.964506776112102671e+00
920,1.025419677641705312e+04,3.964506776113921660e+00
921,1.025816128319316704e+04,3.964506776112102671e+00
922,1.026212578996927914e+04,3.964506776113921660e+00
923,1.026609029674539306e+04,3.964506776112102671e+00
924,1.027005480352150516e+04,3.964506776113921660e+00
925,1.027401931029761909e+04,1.982253388056051335e+00
926,1.027600156368567514e+04,7.929013552226024331e+00
927,1.028393057723790116e+04,1.982253388056051335e+00
928,1.028591283062595721e+04,3.964506776113921660e+00
929,1.028987733740207113e+04,3.964506776112102671e+00
930,1.029384184417818324e+04,3.964506776113921660e+00
931,1.029780635095429716e+04,3.964506776112102671e+00
932,1.030177085773040926e+04,3.964506776113921660e+00
933,1.030573536450652318e+04,3.964506776112102671e+00
934,1.030969987128263529e+04,3.964506776113921660e+00
935,1.031366437805874921e+04,3.964506776112102671e+00
936,1.031762888483486131e+04,3.964506776113921660e+00
937,1.032159339161097523e+04,3.964506776112102671e+00
938,1.032555789838708733e+04,3.964506776113921660e+00
939,1.032952240516320126e+04,3.964506776112102671e+00
940,1.033348691193931336e+04,3.964506776113921660e+00
941,1.033745141871542728e+04,1.982253388056051335e+00
942,1.033943367210348333e+04,7.929013552226024331e+00
943,1.034736268565570936e+04,1.982253388056051335e+00
944,1.034934493904376541e+04,3.964506776113921660e+00
945,1.035330944581987933e+04,3.964506776112102671e+00
946,1.035727395259599143e+04,3.964506776113921660e+00
947,1.036123845937210535e+04,3.964506776112102671e+00
948,1.036520296614821746e+04,3.964506776113921660e+00
949,1.036916747292433138e+04,3.964506776112102671e+00
950,1.037313197970044348e+04,3.964506776113921660e+00
951,1.037709648647655740e+04,3.964506776112102671e+00
952,1.038106099325266950e+04,3.964506776113921660e+00
953,1.038502550002878343e+04,3.964506776112102671e+00
954,1.038899000680489553e+04,3.964506776113921660e+00
955,1.039295451358100945e+04,3.964506776112102671e+00
956,1.039691902035712155e+04,3.964506776113921660e+00
957,1.040088352713323548e+04,1.982253388056051335e+00
958,1.040286578052129153e+04,7.929013552226024331e+00
959,1.041079479407351755e+04,1.982253388056051335e+00
960,1.041277704746157360e+04,3.964506776113921660e+00
961,1.041674155423768752e+04,3.964506776112102671e+00
962,1.042070606101379963e+04,3.964506776113921660e+00
963,1.042467056778991355e+04,3.964506776112102671e+00
964,1.042863507456602565e+04,3.964506776113921660e+00
965,1.043259958134213957e+04,3.964506776112102671e+00
966,1.043656408811825168e+04,3.964506776113921660e+00
967,1.044052859489436560e+04,3.964506776112102671e+00
968,1.044449310167047770e+04,3.964506776113921660e+00
969,1.044845760844659162e+04,3.964506776112102671e+00
970,1.045242211522270372e+04,3.964506776113921660e+00
971,1.045638662199881765e+04,3.964506776112102671e+00
972,1.046035112877492975e+04,3.964506776113921660e+00
973,1.046431563555104367e+04,3.964506776112102671e+00
974,1.046828014232715577e+04,3.964506776113921660e+00
975,1.047224464910326969e+04,1.982253388056051335e+00
976,1.047422690249132575e+04,7.929013552226024331e+00
977,1.048215591604355177e+04,1.982253388056051335e+00
978,1.048413816943160782e+04,3.964506776113921660e+00
979,1.048810267620772174e+04,3.964506776112102671e+00
980,1.049206718298383385e+04,3.964506776113921660e+00
981,1.049603168975994777e+04,3.964506776112102671e+00
982,1.049999619653605987e+04,3.964506776113921660e+00
983,1.050396070331217379e+04,3.964506776112102671e+00
984,1.050792521008828589e+04,3.964506776113921660e+00
985,1.051188971686439982e+04,3.964506776112102671e+00
986,1.051585422364051192e+04,3.964506776113921660e+00
987,1.051981873041662584e+04,3.964506776112102671e+00
988,1.052378323719273794e+04,3.964506776113921660e+00
989,1.052774774396885186e+04,3.964506776112102671e+00
990,1.053171225074496397e+04,3.964506776113921660e+00
991,1.053567675752107789e+04,3.964506776112102671e+00
992,1.053964126429718999e+04,3.964506776113921660e+00
993,1.054360577107330391e+04,3.964506776112102671e+00
994,1.054757027784941602e+04,3.964506776113921660e+00
995,1.055153478462552994e+04,1.982253388056051335e+00
996,1.055351703801358599e+04,7.929013552226024331e+00
997,1.056144605156581201e+04,1.982253388056051335e+00
998,1.056342830495386806e+04,3.964506776113921660e+00
999,1.056739281172998199e+04,3.964506776112102671e+00
1000,1.057135731850609409e+04,3.964506776113921660e+00
1001,1.057532182528220801e+04,3.964506776112102671e+00
1002,1.057928633205832011e+04,3.964506776113921660e+00
1003,1.058325083883443403e+04,3.964506776112102671e+00
1004,1.058721534561054614e+04,3.964506776113921660e+00
1005,1.059117985238666006e+04,3.964506776112102671e+00
1006,1.059514435916277216e+04,3.964506776113921660e+00
1007,1.059910886593888608e+04,3.964506776112102671e+00
1008,1.060307337271499819e+04,3.964506776113921660e+00
1009,1.060703787949111211e+04,3.964506776112102671e+00
1010,1.061100238626722421e+04,3.964506776113921660e+00
1011,1.061496689304333813e+04,3.964506776112102671e+00
1012,1.061893139981945023e+04,3.964506776113921660e+00
1013,1.062289590659556416e+04,3.964506776112102671e+00
1014,1.062686041337167626e+04,3.964506776113921660e+00
1015,1.063082492014779018e+04,3.964506776112102671e+00
1016,1.063478942692390228e+04,3.964506776113921660e+00
1017,1.063875393370001620e+04,1.982253388056051335e+00
1018,1.064073618708807226e+04,7.929013552226024331e+00
1019,1.064866520064029828e+04,1.982253388056051335e+00
1020,1.065064745402835433e+04,3.964506776113921660e+00
1021,1.065461196080446825e+04,3.964506776112102671e+00
1022,1.065857646758058036e+04,3.964506776113921660e+00
1023,1.066254097435669428e+04,3.964506776112102671e+00
1024,1.066650548113280638e+04,3.964506776113921660e+00
1025,1.067046998790892030e+04,3.964506776112102671e+00
1026,1.067443449468503240e+04,3.964506776113921660e+00
1027,1.067839900146114633e+04,3.964506776112102671e+00
1028,1.068236350823725843e+04,3.964506776113921660e+00
1029,1.068632801501337235e+04,3.964506776112102671e+00
1030,1.069029252178948445e+04,3.964506776113921660e+00
1031,1.069425702856559838e+04,3.964506776112102671e+00
1032,1.069822153534171048e+04,3.964506776113921660e+00
1033,1.070218604211782440e+04,3.964506776112102671e+00
1034,1.070615054889393650e+04,3.964506776113921660e+00
1035,1.071011505567005042e+04,3.964506776112102671e+00
1036,1.071407956244616253e+04,3.964506776113921660e+00
1037,1.071804406922227645e+04,3.964506776112102671e+00
1038,1.072200857599838855e+04,3.964506776113921660e+00
1039,1.072597308277450247e+04,3.964506776112102671e+00
1040,1.072993758955061458e+04,3.964506776113921660e+00
1041,1.073390209632672850e+04,1.982253388056051335e+00
1042,1.073588434971478455e+04,7.929013552226024331e+00
1043,1.074381336326701057e+04,1.982253388056051335e+00
1044,1.074579561665506662e+04,3.964506776113921660e+00
1045,1.074976012343118055e+04,3.964506776112102671e+00
1046,1.075372463020729265e+04,3.964506776113921660e+00
1047,1.075768913698340657e+04,3.964506776112102671e+00
1048,1.076165364375951867e+04,3.964506776113921660e+00
1049,1.076561815053563259e+04,3.964506776112102671e+00
1050,1.076958265731174470e+04,3.964506776113921660e+00
1051,1.077354716408785862e+04,3.964506776112102671e+00
1052,1.077751167086397072e+04,3.964506776113921660e+00
1053,1.078147617764008464e+04,3.964506776112102671e+00
1054,1.078544068441619675e+04,3.964506776113921660e+00
1055,1.078940519119231067e+04,3.964506776112102671e+00
1056,1.079336969796842277e+04,3.964506776113921660e+00
1057,1.079733420474453669e+04,3.964506776112102671e+00
1058,1.080129871152064879e+04,3.964506776113921660e+00
1059,1.080526321829676272e+04,3.964506776112102671e+00
1060,1.080922772507287482e+04,3.964506776113921660e+00
1061,1.081319223184898874e+04,3.964506776112102671e+00
1062,1.081715673862510084e+04,3.964506776113921660e+00
1063,1.082112124540121476e+04,3.964506776112102671e+00
1064,1.082508575217732687e+04,3.964506776113921660e+00
1065,1.082905025895344079e+04,3.964506776112102671e+00
1066,1.083301476572955289e+04,3.964506776113921660e+00
1067,1.083697927250566681e+04,3.964506776112102671e+00
1068,1.084094377928177892e+04,3.964506776113921660e+00
