domain_index,structure_z_um,structure_width_um
1069,1.084490828605789284e+04,3.964506776112102671e+00
1070,1.084887279283400494e+04,3.964506776113921660e+00
1071,1.085283729961011886e+04,3.964506776112102671e+00
1072,1.085680180638623096e+04,3.964506776113921660e+00
1073,1.086076631316234489e+04,1.982253388056051335e+00
1074,1.086274856655040094e+04,7.929013552226024331e+00
1075,1.087067758010262696e+04,1.982253388056051335e+00
1076,1.087265983349068301e+04,3.964506776113921660e+00
1077,1.087662434026679693e+04,3.964506776112102671e+00
1078,1.088058884704290904e+04,3.964506776113921660e+00
1079,1.088455335381902296e+04,3.964506776112102671e+00
1080,1.088851786059513506e+04,3.964506776113921660e+00
1081,1.089248236737124898e+04,3.964506776112102671e+00
1082,1.089644687414736109e+04,3.964506776113921660e+00
1083,1.090041138092347501e+04,3.964506776112102671e+00
1084,1.090437588769958711e+04,3.964506776113921660e+00
1085,1.090834039447570103e+04,3.964506776112102671e+00
1086,1.091230490125181313e+04,3.964506776113921660e+00
1087,1.091626940802792706e+04,3.964506776112102671e+00
1088,1.092023391480403916e+04,3.964506776113921660e+00
1089,1.092419842158015308e+04,3.964506776112102671e+00
1090,1.092816292835626518e+04,3.964506776113921660e+00
1091,1.093212743513237911e+04,3.964506776112102671e+00
1092,1.093609194190849121e+04,3.964506776113921660e+00
1093,1.094005644868460513e+04,3.964506776112102671e+00
1094,1.094402095546071723e+04,3.964506776113921660e+00
1095,1.094798546223683115e+04,3.964506776112102671e+00
1096,1.095194996901294326e+04,3.964506776113921660e+00
1097,1.095591447578905718e+04,3.964506776112102671e+00
1098,1.095987898256516928e+04,3.964506776113921660e+00
1099,1.096384348934128320e+04,3.964506776112102671e+00
1100,1.096780799611739531e+04,3.964506776113921660e+00
1101,1.097177250289350923e+04,3.964506776112102671e+00
1102,1.097573700966962133e+04,3.964506776113921660e+00
1103,1.097970151644573525e+04,3.964506776112102671e+00
1104,1.098366602322184735e+04,3.964506776113921660e+00
1105,1.098763052999796128e+04,3.964506776112102671e+00
1106,1.099159503677407338e+04,3.964506776113921660e+00
1107,1.099555954355018730e+04,3.964506776112102671e+00
1108,1.099952405032629940e+04,3.964506776113921660e+00
1109,1.100348855710241332e+04,3.964506776112102671e+00
1110,1.100745306387852543e+04,3.964506776113921660e+00
1111,1.101141757065463935e+04,3.964506776112102671e+00
1112,1.101538207743075145e+04,3.964506776113921660e+00
1113,1.101934658420686537e+04,1.982253388056051335e+00
1114,1.102132883759492142e+04,7.929013552226024331e+00
1115,1.102925785114714745e+04,1.982253388056051335e+00
1116,1.103124010453520350e+04,3.964506776113921660e+00
1117,1.103520461131131742e+04,3.964506776112102671e+00
1118,1.103916911808742952e+04,3.964506776113921660e+00
1119,1.104313362486354345e+04,3.964506776112102671e+00
1120,1.104709813163965555e+04,3.964506776113921660e+00
1121,1.105106263841576947e+04,3.964506776112102671e+00
1122,1.105502714519188157e+04,3.964506776113921660e+00
1123,1.105899165196799549e+04,3.964506776112102671e+00
1124,1.106295615874410760e+04,3.964506776113921660e+00
1125,1.106692066552022152e+04,3.964506776112102671e+00
1126,1.107088517229633362e+04,3.964506776113921660e+00
1127,1.107484967907244754e+04,3.964506776112102671e+00
1128,1.107881418584855965e+04,3.964506776113921660e+00
1129,1.108277869262467357e+04,3.964506776112102671e+00
1130,1.108674319940078567e+04,3.964506776113921660e+00
1131,1.109070770617689959e+04,3.964506776112102671e+00
1132,1.109467221295301169e+04,3.964506776113921660e+00
1133,1.109863671972912562e+04,3.964506776112102671e+00
1134,1.110260122650523772e+04,3.964506776113921660e+00
1135,1.110656573328135164e+04,3.964506776112102671e+00
1136,1.111053024005746374e+04,3.964506776113921660e+00
1137,1.111449474683357766e+04,3.964506776112102671e+00
1138,1.111845925360968977e+04,3.964506776113921660e+00
1139,1.112242376038580369e+04,3.964506776112102671e+00
1140,1.112638826716191579e+04,3.964506776113921660e+00
1141,1.113035277393802971e+04,3.964506776112102671e+00
1142,1.113431728071414182e+04,3.964506776113921660e+00
1143,1.113828178749025574e+04,3.964506776112102671e+00
1144,1.114224629426636784e+04,3.964506776113921660e+00
1145,1.114621080104248176e+04,3.964506776112102671e+00
1146,1.115017530781859386e+04,3.964506776113921660e+00
1147,1.115413981459470779e+04,3.964506776112102671e+00
1148,1.115810432137081989e+04,3.964506776113921660e+00
1149,1.116206882814693381e+04,3.964506776112102671e+00
1150,1.116603333492304591e+04,3.964506776113921660e+00
1151,1.116999784169915984e+04,3.964506776112102671e+00
1152,1.117396234847527194e+04,3.964506776113921660e+00
1153,1.117792685525138586e+04,3.964506776112102671e+00
1154,1.118189136202749796e+04,3.964506776113921660e+00
1155,1.118585586880361188e+04,3.964506776112102671e+00
1156,1.118982037557972399e+04,3.964506776113921660e+00
1157,1.119378488235583791e+04,3.964506776112102671e+00
1158,1.119774938913195001e+04,3.964506776113921660e+00
1159,1.120171389590806393e+04,3.964506776112102671e+00
1160,1.120567840268417604e+04,3.964506776113921660e+00
1161,1.120964290946028996e+04,3.964506776112102671e+00
1162,1.121360741623640206e+04,3.964506776113921660e+00
1163,1.121757192301251598e+04,3.964506776112102671e+00
1164,1.122153642978862808e+04,3.964506776113921660e+00
1165,1.122550093656474201e+04,3.964506776112102671e+00
1166,1.122946544334085411e+04,3.964506776113921660e+00
1167,1.123342995011696803e+04,3.964506776112102671e+00
1168,1.123739445689308013e+04,3.964506776113921660e+00
1169,1.124135896366919405e+04,3.964506776112102671e+00
1170,1.124532347044530616e+04,3.964506776113921660e+00
1171,1.124928797722142008e+04,3.964506776112102671e+00
1172,1.125325248399753218e+04,3.964506776113921660e+00
1173,1.125721699077364610e+04,3.964506776112102671e+00
1174,1.126118149754975821e+04,3.964506776113921660e+00
1175,1.126514600432587213e+04,3.964506776112102671e+00
1176,1.126911051110198423e+04,3.964506776113921660e+00
1177,1.127307501787809815e+04,3.964506776112102671e+00
1178,1.127703952465421025e+04,3.964506776113921660e+00
1179,1.128100403143032418e+04,1.982253388056051335e+00
1180,1.128298628481838023e+04,7.929013552226024331e+00
1181,1.129091529837060625e+04,1.982253388056051335e+00
1182,1.129289755175866230e+04,3.964506776113921660e+00
1183,1.129686205853477622e+04,3.964506776112102671e+00
1184,1.130082656531088833e+04,3.964506776113921660e+00
1185,1.130479107208700225e+04,3.964506776112102671e+00
1186,1.130875557886311435e+04,3.964506776113921660e+00
1187,1.131272008563922827e+04,3.964506776112102671e+00
1188,1.131668459241534038e+04,3.964506776113921660e+00
1189,1.132064909919145430e+04,3.964506776112102671e+00
1190,1.132461360596756640e+04,3.964506776113921660e+00
1191,1.132857811274368032e+04,3.964506776112102671e+00
1192,1.133254261951979242e+04,3.964506776113921660e+00
1193,1.133650712629590635e+04,3.964506776112102671e+00
1194,1.134047163307201845e+04,3.964506776113921660e+00
1195,1.134443613984813237e+04,3.964506776112102671e+00
1196,1.134840064662424447e+04,3.964506776113921660e+00
1197,1.135236515340035839e+04,3.964506776112102671e+00
1198,1.135632966017647050e+04,3.964506776113921660e+00
1199,1.136029416695258442e+04,3.964506776112102671e+00
1200,1.136425867372869652e+04,3.964506776113921660e+00
1201,1.136822318050481044e+04,3.964506776112102671e+00
1202,1.137218768728092255e+04,3.964506776113921660e+00
1203,1.137615219405703647e+04,3.964506776112102671e+00
1204,1.138011670083314857e+04,3.964506776113921660e+00
1205,1.138408120760926249e+04,3.964506776112102671e+00
1206,1.138804571438537459e+04,3.964506776113921660e+00
1207,1.139201022116148852e+04,3.964506776112102671e+00
1208,1.139597472793760062e+04,3.964506776113921660e+00
1209,1.139993923471371454e+04,3.964506776112102671e+00
1210,1.140390374148982664e+04,3.964506776113921660e+00
1211,1.140786824826594057e+04,3.964506776112102671e+00
1212,1.141183275504205267e+04,3.964506776113921660e+00
1213,1.141579726181816659e+04,3.964506776112102671e+00
1214,1.141976176859427869e+04,3.964506776113921660e+00
1215,1.142372627537039261e+04,3.964506776112102671e+00
1216,1.142769078214650472e+04,3.964506776113921660e+00
1217,1.143165528892261864e+04,3.964506776112102671e+00
1218,1.143561979569873074e+04,3.964506776113921660e+00
1219,1.143958430247484466e+04,3.964506776112102671e+00
1220,1.144354880925095677e+04,3.964506776113921660e+00
1221,1.144751331602707069e+04,3.964506776112102671e+00
1222,1.145147782280318279e+04,3.964506776113921660e+00
1223,1.145544232957929671e+04,3.964506776112102671e+00
1224,1.145940683635540881e+04,3.964506776113921660e+00
1225,1.146337134313152274e+04,3.964506776112102671e+00
1226,1.146733584990763484e+04,3.964506776113921660e+00
1227,1.147130035668374876e+04,3.964506776112102671e+00
1228,1.147526486345986086e+04,3.964506776113921660e+00
1229,1.147922937023597478e+04,3.964506776112102671e+00
1230,1.148319387701208689e+04,3.964506776113921660e+00
1231,1.148715838378820081e+04,3.964506776112102671e+00
1232,1.149112289056431291e+04,3.964506776113921660e+00
1233,1.149508739734042683e+04,3.964506776112102671e+00
1234,1.149905190411653894e+04,3.964506776113921660e+00
1235,1.150301641089265286e+04,3.964506776112102671e+00
1236,1.150698091766876496e+04,3.964506776113921660e+00
1237,1.151094542444487888e+04,3.964506776112102671e+00
1238,1.151490993122099098e+04,3.964506776113921660e+00
1239,1.151887443799710491e+04,3.964506776112102671e+00
1240,1.152283894477321701e+04,3.964506776113921660e+00
1241,1.152680345154933093e+04,3.964506776112102671e+00
1242,1.153076795832544303e+04,3.964506776113921660e+00
1243,1.153473246510155695e+04,3.964506776112102671e+00
1244,1.153869697187766906e+04,3.964506776113921660e+00
1245,1.154266147865378298e+04,3.964506776112102671e+00
1246,1.154662598542989508e+04,3.964506776113921660e+00
1247,1.155059049220600900e+04,3.964506776112102671e+00
1248,1.155455499898212111e+04,3.964506776113921660e+00
1249,1.155851950575823503e+04,3.964506776112102671e+00
1250,1.156248401253434713e+04,3.964506776113921660e+00
1251,1.156644851931046105e+04,3.964506776112102671e+00
1252,1.157041302608657315e+04,3.964506776113921660e+00
1253,1.157437753286268708e+04,3.964506776112102671e+00
1254,1.157834203963879918e+04,3.964506776113921660e+00
1255,1.158230654641491310e+04,3.964506776112102671e+00
1256,1.158627105319102520e+04,3.964506776113921660e+00
1257,1.159023555996713912e+04,3.964506776112102671e+00
1258,1.159420006674325123e+04,3.964506776113921660e+00
1259,1.159816457351936515e+04,3.964506776112102671e+00
1260,1.160212908029547725e+04,3.964506776113921660e+00
1261,1.160609358707159117e+04,3.964506776112102671e+00
1262,1.161005809384770328e+04,3.964506776113921660e+00
1263,1.161402260062381720e+04,3.964506776112102671e+00
1264,1.161798710739992930e+04,3.964506776113921660e+00
1265,1.162195161417604322e+04,3.964506776112102671e+00
1266,1.162591612095215532e+04,3.964506776113921660e+00
1267,1.162988062772826925e+04,3.964506776112102671e+00
1268,1.163384513450438135e+04,3.964506776113921660e+00
1269,1.163780964128049527e+04,3.964506776112102671e+00
1270,1.164177414805660737e+04,3.964506776113921660e+00
1271,1.164573865483272129e+04,3.964506776112102671e+00
1272,1.164970316160883340e+04,3.964506776113921660e+00
1273,1.165366766838494732e+04,3.964506776112102671e+00
1274,1.165763217516105942e+04,3.964506776113921660e+00
1275,1.166159668193717334e+04,3.964506776112102671e+00
1276,1.166556118871328545e+04,3.964506776113921660e+00
1277,1.166952569548939937e+04,3.964506776112102671e+00
1278,1.167349020226551147e+04,3.964506776113921660e+00
1279,1.167745470904162539e+04,3.964506776112102671e+00
1280,1.168141921581773749e+04,3.964506776113921660e+00
1281,1.168538372259385142e+04,3.964506776112102671e+00
1282,1.168934822936996352e+04,3.964506776113921660e+00
1283,1.169331273614607744e+04,3.964506776112102671e+00
1284,1.169727724292218954e+04,3.964506776113921660e+00
1285,1.170124174969830347e+04,3.964506776112102671e+00
1286,1.170520625647441557e+04,3.964506776113921660e+00
1287,1.170917076325052949e+04,3.964506776112102671e+00
1288,1.171313527002664159e+04,3.964506776113921660e+00
1289,1.171709977680275551e+04,3.964506776112102671e+00
1290,1.172106428357886762e+04,3.964506776113921660e+00
1291,1.172502879035498154e+04,3.964506776112102671e+00
1292,1.172899329713109364e+04,3.964506776113921660e+00
1293,1.173295780390720756e+04,3.964506776112102671e+00
1294,1.173692231068331967e+04,3.964506776113921660e+00
1295,1.174088681745943359e+04,3.964506776112102671e+00
1296,1.174485132423554569e+04,3.964506776113921660e+00
1297,1.174881583101165961e+04,3.964506776112102671e+00
1298,1.175278033778777171e+04,3.964506776113921660e+00
1299,1.175674484456388564e+04,3.964506776112102671e+00
1300,1.176070935133999774e+04,3.964506776113921660e+00
1301,1.176467385811611166e+04,3.964506776112102671e+00
1302,1.176863836489222376e+04,3.964506776113921660e+00
1303,1.177260287166833768e+04,3.964506776112102671e+00
1304,1.177656737844444979e+04,3.964506776113921660e+00
1305,1.178053188522056371e+04,3.964506776112102671e+00
1306,1.178449639199667581e+04,3.964506776113921660e+00
1307,1.178846089877278973e+04,3.964506776112102671e+00
1308,1.179242540554890184e+04,3.964506776113921660e+00
1309,1.179638991232501576e+04,3.964506776112102671e+00
1310,1.180035441910112786e+04,3.964506776113921660e+00
1311,1.180431892587724178e+04,3.964506776112102671e+00
1312,1.180828343265335388e+04,3.964506776113921660e+00
1313,1.181224793942946781e+04,3.964506776112102671e+00
1314,1.181621244620557991e+04,3.964506776113921660e+00
1315,1.182017695298169383e+04,3.964506776112102671e+00
1316,1.182414145975780593e+04,3.964506776113921660e+00
1317,1.182810596653391985e+04,3.964506776112102671e+00
1318,1.183207047331003196e+04,3.964506776113921660e+00
1319,1.183603498008614588e+04,3.964506776112102671e+00
1320,1.183999948686225798e+04,3.964506776113921660e+00
1321,1.184396399363837190e+04,3.964506776112102671e+00
1322,1.184792850041448401e+04,3.964506776113921660e+00
1323,1.185189300719059793e+04,3.964506776112102671e+00
1324,1.185585751396671003e+04,3.964506776113921660e+00
1325,1.185982202074282395e+04,3.964506776112102671e+00
1326,1.186378652751893605e+04,3.964506776113921660e+00
1327,1.186775103429504998e+04,3.964506776112102671e+00
1328,1.187171554107116208e+04,3.964506776113921660e+00
1329,1.187568004784727600e+04,3.964506776112102671e+00
1330,1.187964455462338810e+04,3.964506776113921660e+00
1331,1.188360906139950202e+04,3.964506776112102671e+00
1332,1.188757356817561413e+04,3.964506776113921660e+00
1333,1.189153807495172805e+04,3.964506776112102671e+00
1334,1.189550258172784015e+04,3.964506776113921660e+00
1335,1.189946708850395407e+04,3.964506776112102671e+00
1336,1.190343159528006618e+04,3.964506776113921660e+00
1337,1.190739610205618010e+04,3.964506776112102671e+00
1338,1.191136060883229220e+04,3.964506776113921660e+00
1339,1.191532511560840612e+04,3.964506776112102671e+00
1340,1.191928962238451822e+04,3.964506776113921660e+00
1341,1.192325412916063215e+04,3.964506776112102671e+00
1342,1.192721863593674425e+04,3.964506776113921660e+00
1343,1.193118314271285817e+04,3.964506776112102671e+00
1344,1.193514764948897027e+04,3.964506776113921660e+00
1345,1.193911215626508420e+04,3.964506776112102671e+00
1346,1.194307666304119630e+04,3.964506776113921660e+00
1347,1.194704116981731022e+04,3.964506776112102671e+00
1348,1.195100567659342232e+04,3.964506776113921660e+00
1349,1.195497018336953624e+04,3.964506776112102671e+00
1350,1.195893469014564835e+04,3.964506776113921660e+00
1351,1.196289919692176227e+04,3.964506776112102671e+00
1352,1.196686370369787437e+04,3.964506776113921660e+00
1353,1.197082821047398829e+04,3.964506776112102671e+00
1354,1.197479271725010040e+04,3.964506776113921660e+00
1355,1.197875722402621432e+04,3.964506776112102671e+00
1356,1.198272173080232642e+04,3.964506776113921660e+00
1357,1.198668623757844034e+04,3.964506776112102671e+00
1358,1.199065074435455244e+04,3.964506776113921660e+00
1359,1.199461525113066637e+04,3.964506776112102671e+00
1360,1.199857975790677847e+04,3.964506776113921660e+00
1361,1.200254426468289239e+04,3.964506776112102671e+00
1362,1.200650877145900449e+04,3.964506776113921660e+00
1363,1.201047327823511841e+04,3.964506776112102671e+00
1364,1.201443778501123052e+04,3.964506776113921660e+00
1365,1.201840229178734444e+04,3.964506776112102671e+00
1366,1.202236679856345654e+04,3.964506776113921660e+00
1367,1.202633130533957046e+04,3.964506776112102671e+00
1368,1.203029581211568257e+04,3.964506776113921660e+00
1369,1.203426031889179649e+04,3.964506776112102671e+00
1370,1.203822482566790859e+04,3.964506776113921660e+00
1371,1.204218933244402251e+04,3.964506776112102671e+00
1372,1.204615383922013461e+04,3.964506776113921660e+00
1373,1.205011834599624854e+04,3.964506776112102671e+00
1374,1.205408285277236064e+04,3.964506776113921660e+00
1375,1.205804735954847456e+04,3.964506776112102671e+00
1376,1.206201186632458666e+04,3.964506776113921660e+00
1377,1.206597637310070058e+04,3.964506776112102671e+00
1378,1.206994087987681269e+04,3.964506776113921660e+00
1379,1.207390538665292661e+04,3.964506776112102671e+00
1380,1.207786989342903871e+04,3.964506776113921660e+00
1381,1.208183440020515263e+04,3.964506776112102671e+00
1382,1.208579890698126474e+04,3.964506776113921660e+00
1383,1.208976341375737866e+04,3.964506776112102671e+00
1384,1.209372792053349076e+04,3.964506776113921660e+00
1385,1.209769242730960468e+04,3.964506776112102671e+00
1386,1.210165693408571678e+04,3.964506776113921660e+00
1387,1.210562144086183071e+04,3.964506776112102671e+00
1388,1.210958594763794281e+04,3.964506776113921660e+00
1389,1.211355045441405673e+04,3.964506776112102671e+00
1390,1.211751496119016883e+04,3.964506776113921660e+00
1391,1.212147946796628275e+04,3.964506776112102671e+00
1392,1.212544397474239486e+04,3.964506776113921660e+00
1393,1.212940848151850878e+04,3.964506776112102671e+00
1394,1.213337298829462088e+04,3.964506776113921660e+00
1395,1.213733749507073480e+04,3.964506776112102671e+00
1396,1.214130200184684691e+04,3.964506776113921660e+00
1397,1.214526650862296083e+04,3.964506776112102671e+00
1398,1.214923101539907293e+04,3.964506776113921660e+00
1399,1.215319552217518685e+04,3.964506776112102671e+00
1400,1.215716002895129895e+04,3.964506776113921660e+00
1401,1.216112453572741288e+04,3.964506776112102671e+00
1402,1.216508904250352498e+04,3.964506776113921660e+00
1403,1.216905354927963890e+04,3.964506776112102671e+00
1404,1.217301805605575100e+04,3.964506776113921660e+00
1405,1.217698256283186493e+04,3.964506776112102671e+00
1406,1.218094706960797703e+04,3.964506776113921660e+00
1407,1.218491157638409095e+04,3.964506776112102671e+00
1408,1.218887608316020305e+04,3.964506776113921660e+00
1409,1.219284058993631697e+04,3.964506776112102671e+00
1410,1.219680509671242908e+04,3.964506776113921660e+00
1411,1.220076960348854300e+04,3.964506776112102671e+00
1412,1.220473411026465510e+04,3.964506776113921660e+00
1413,1.220869861704076902e+04,3.964506776112102671e+00
1414,1.221266312381688113e+04,3.964506776113921660e+00
1415,1.221662763059299505e+04,3.964506776112102671e+00
1416,1.222059213736910715e+04,3.964506776113921660e+00
1417,1.222455664414522107e+04,3.964506776112102671e+00
1418,1.222852115092133317e+04,3.964506776113921660e+00
1419,1.223248565769744710e+04,3.964506776112102671e+00
1420,1.223645016447355920e+04,3.964506776113921660e+00
1421,1.224041467124967312e+04,3.964506776112102671e+00
1422,1.224437917802578522e+04,3.964506776113921660e+00
1423,1.224834368480189914e+04,3.964506776112102671e+00
1424,1.225230819157801125e+04,3.964506776113921660e+00
1425,1.225627269835412517e+04,3.964506776112102671e+00
1426,1.226023720513023727e+04,3.964506776113921660e+00
1427,1.226420171190635119e+04,3.964506776112102671e+00
1428,1.226816621868246330e+04,3.964506776113921660e+00
1429,1.227213072545857722e+04,3.964506776112102671e+00
1430,1.227609523223468932e+04,3.964506776113921660e+00
1431,1.228005973901080324e+04,3.964506776112102671e+00
1432,1.228402424578691534e+04,3.964506776113921660e+00
1433,1.228798875256302927e+04,3.964506776112102671e+00
1434,1.229195325933914137e+04,3.964506776113921660e+00
1435,1.229591776611525529e+04,3.964506776112102671e+00
1436,1.229988227289136739e+04,3.964506776113921660e+00
1437,1.230384677966748131e+04,3.964506776112102671e+00
1438,1.230781128644359342e+04,3.964506776113921660e+00
1439,1.231177579321970734e+04,3.964506776112102671e+00
1440,1.231574029999581944e+04,3.964506776113921660e+00
1441,1.231970480677193336e+04,3.964506776112102671e+00
1442,1.232366931354804547e+04,3.964506776113921660e+00
1443,1.232763382032415939e+04,3.964506776112102671e+00
1444,1.233159832710027149e+04,3.964506776113921660e+00
1445,1.233556283387638541e+04,3.964506776112102671e+00
1446,1.233952734065249751e+04,3.964506776113921660e+00
1447,1.234349184742861144e+04,3.964506776112102671e+00
1448,1.234745635420472354e+04,3.964506776113921660e+00
1449,1.235142086098083746e+04,3.964506776112102671e+00
1450,1.235538536775694956e+04,3.964506776113921660e+00
1451,1.235934987453306348e+04,3.964506776112102671e+00
1452,1.236331438130917559e+04,3.964506776113921660e+00
1453,1.236727888808528951e+04,3.964506776112102671e+00
1454,1.237124339486140161e+04,3.964506776113921660e+00
1455,1.237520790163751553e+04,3.964506776112102671e+00
1456,1.237917240841362764e+04,3.964506776113921660e+00
1457,1.238313691518974156e+04,3.964506776112102671e+00
1458,1.238710142196585366e+04,3.964506776113921660e+00
1459,1.239106592874196758e+04,3.964506776112102671e+00
1460,1.239503043551807968e+04,3.964506776113921660e+00
1461,1.239899494229419361e+04,3.964506776112102671e+00
1462,1.240295944907030571e+04,3.964506776113921660e+00
1463,1.240692395584641963e+04,3.964506776112102671e+00
1464,1.241088846262253173e+04,3.964506776113921660e+00
1465,1.241485296939864566e+04,3.964506776112102671e+00
1466,1.241881747617475776e+04,3.964506776113921660e+00
1467,1.242278198295087168e+04,3.964506776112102671e+00
1468,1.242674648972698378e+04,3.964506776113921660e+00
1469,1.243071099650309770e+04,3.964506776112102671e+00
1470,1.243467550327920981e+04,3.964506776113921660e+00
1471,1.243864001005532373e+04,3.964506776112102671e+00
1472,1.244260451683143583e+04,3.964506776113921660e+00
1473,1.244656902360754975e+04,3.964506776112102671e+00
1474,1.245053353038366186e+04,3.964506776113921660e+00
1475,1.245449803715977578e+04,3.964506776112102671e+00
1476,1.245846254393588788e+04,3.964506776113921660e+00
1477,1.246242705071200180e+04,3.964506776112102671e+00
1478,1.246639155748811390e+04,3.964506776113921660e+00
1479,1.247035606426422783e+04,1.982253388056051335e+00
1480,1.247233831765228388e+04,7.929013552226024331e+00
1481,1.248026733120450990e+04,1.982253388056051335e+00
1482,1.248224958459256595e+04,3.964506776113921660e+00
1483,1.248621409136867987e+04,3.964506776112102671e+00
1484,1.249017859814479198e+04,3.964506776113921660e+00
1485,1.249414310492090590e+04,3.964506776112102671e+00
1486,1.249810761169701800e+04,3.964506776113921660e+00
1487,1.250207211847313192e+04,3.964506776112102671e+00
1488,1.250603662524924403e+04,3.964506776113921660e+00
1489,1.251000113202535795e+04,3.964506776112102671e+00
1490,1.251396563880147005e+04,3.964506776113921660e+00
1491,1.251793014557758397e+04,3.964506776112102671e+00
1492,1.252189465235369607e+04,3.964506776113921660e+00
1493,1.252585915912981000e+04,3.964506776112102671e+00
1494,1.252982366590592210e+04,3.964506776113921660e+00
1495,1.253378817268203602e+04,3.964506776112102671e+00
1496,1.253775267945814812e+04,3.964506776113921660e+00
1497,1.254171718623426204e+04,3.964506776112102671e+00
1498,1.254568169301037415e+04,3.964506776113921660e+00
1499,1.254964619978648807e+04,3.964506776112102671e+00
1500,1.255361070656260017e+04,3.964506776113921660e+00
1501,1.255757521333871409e+04,3.964506776112102671e+00
1502,1.256153972011482620e+04,3.964506776113921660e+00
1503,1.256550422689094012e+04,3.964506776112102671e+00
1504,1.256946873366705222e+04,3.964506776113921660e+00
1505,1.257343324044316614e+04,3.964506776112102671e+00
1506,1.257739774721927824e+04,3.964506776113921660e+00
1507,1.258136225399539217e+04,3.964506776112102671e+00
1508,1.258532676077150427e+04,3.964506776113921660e+00
1509,1.258929126754761819e+04,3.964506776112102671e+00
1510,1.259325577432373029e+04,3.964506776113921660e+00
1511,1.259722028109984421e+04,3.964506776112102671e+00
1512,1.260118478787595632e+04,3.964506776113921660e+00
1513,1.260514929465207024e+04,3.964506776112102671e+00
1514,1.260911380142818234e+04,3.964506776113921660e+00
1515,1.261307830820429626e+04,3.964506776112102671e+00
1516,1.261704281498040837e+04,3.964506776113921660e+00
1517,1.262100732175652229e+04,3.964506776112102671e+00
1518,1.262497182853263439e+04,3.964506776113921660e+00
1519,1.262893633530874831e+04,3.964506776112102671e+00
1520,1.263290084208486041e+04,3.964506776113921660e+00
1521,1.263686534886097434e+04,3.964506776112102671e+00
1522,1.264082985563708644e+04,3.964506776113921660e+00
1523,1.264479436241320036e+04,3.964506776112102671e+00
1524,1.264875886918931246e+04,3.964506776113921660e+00
1525,1.265272337596542638e+04,3.964506776112102671e+00
1526,1.265668788274153849e+04,3.964506776113921660e+00
1527,1.266065238951765241e+04,3.964506776112102671e+00
1528,1.266461689629376451e+04,3.964506776113921660e+00
1529,1.266858140306987843e+04,3.964506776112102671e+00
1530,1.267254590984599054e+04,3.964506776113921660e+00
1531,1.267651041662210446e+04,3.964506776112102671e+00
1532,1.268047492339821656e+04,3.964506776113921660e+00
1533,1.268443943017433048e+04,3.964506776112102671e+00
1534,1.268840393695044258e+04,3.964506776113921660e+00
1535,1.269236844372655651e+04,3.964506776112102671e+00
1536,1.269633295050266861e+04,3.964506776113921660e+00
1537,1.270029745727878253e+04,3.964506776112102671e+00
1538,1.270426196405489463e+04,3.964506776113921660e+00
1539,1.270822647083100856e+04,3.964506776112102671e+00
1540,1.271219097760712066e+04,3.964506776113921660e+00
1541,1.271615548438323458e+04,3.964506776112102671e+00
1542,1.272011999115934668e+04,3.964506776113921660e+00
1543,1.272408449793546060e+04,3.964506776112102671e+00
1544,1.272804900471157271e+04,3.964506776113921660e+00
1545,1.273201351148768663e+04,3.964506776112102671e+00
1546,1.273597801826379873e+04,3.964506776113921660e+00
1547,1.273994252503991265e+04,1.982253388056051335e+00
1548,1.274192477842796870e+04,7.929013552226024331e+00
1549,1.274985379198019473e+04,1.982253388056051335e+00
1550,1.275183604536825078e+04,3.964506776113921660e+00
1551,1.275580055214436470e+04,3.964506776112102671e+00
1552,1.275976505892047680e+04,3.964506776113921660e+00
1553,1.276372956569659073e+04,3.964506776112102671e+00
1554,1.276769407247270283e+04,3.964506776113921660e+00
1555,1.277165857924881675e+04,3.964506776112102671e+00
1556,1.277562308602492885e+04,3.964506776113921660e+00
1557,1.277958759280104277e+04,3.964506776112102671e+00
1558,1.278355209957715488e+04,3.964506776113921660e+00
1559,1.278751660635326880e+04,3.964506776112102671e+00
1560,1.279148111312938090e+04,3.964506776113921660e+00
1561,1.279544561990549482e+04,3.964506776112102671e+00
1562,1.279941012668160693e+04,3.964506776113921660e+00
1563,1.280337463345772085e+04,3.964506776112102671e+00
1564,1.280733914023383295e+04,3.964506776113921660e+00
1565,1.281130364700994687e+04,3.964506776112102671e+00
1566,1.281526815378605897e+04,3.964506776113921660e+00
1567,1.281923266056217290e+04,3.964506776112102671e+00
1568,1.282319716733828500e+04,3.964506776113921660e+00
1569,1.282716167411439892e+04,3.964506776112102671e+00
1570,1.283112618089051102e+04,3.964506776113921660e+00
1571,1.283509068766662494e+04,3.964506776112102671e+00
1572,1.283905519444273705e+04,3.964506776113921660e+00
1573,1.284301970121885097e+04,3.964506776112102671e+00
1574,1.284698420799496307e+04,3.964506776113921660e+00
1575,1.285094871477107699e+04,3.964506776112102671e+00
1576,1.285491322154718910e+04,3.964506776113921660e+00
1577,1.285887772832330302e+04,3.964506776112102671e+00
1578,1.286284223509941512e+04,3.964506776113921660e+00
1579,1.286680674187552904e+04,3.964506776112102671e+00
1580,1.287077124865164114e+04,3.964506776113921660e+00
1581,1.287473575542775507e+04,3.964506776112102671e+00
1582,1.287870026220386717e+04,3.964506776113921660e+00
1583,1.288266476897998109e+04,3.964506776112102671e+00
1584,1.288662927575609319e+04,3.964506776113921660e+00
1585,1.289059378253220711e+04,3.964506776112102671e+00
